url	domain	search	muse_id	Museum_Name	location
https://www.visitwales.com/attraction/historic-site/conwy-suspension-bridge-toll-house-968189	www.visitwales.com	"Tollhouse, Conwy Suspension Bridge"	mm.domus.WA096	"Tollhouse, Conwy Suspension Bridge"	Conwy
https://www.visitouterhebrides.co.uk/see-and-do/uig-heritage-centre-p527761	www.visitouterhebrides.co.uk	Uig Heritage Centre	mm.domus.SC303	Uig Heritage Centre	Uig
http://www.visitthebunker.com/	www.visitthebunker.com	Visit the Bunker - RAF Holmpton	mm.wiki.103	Visit the Bunker - RAF Holmpton	Holmpton
https://www.visitlancashire.com/things-to-do/the-weavers-triangle-visitor-centre-p7123	www.visitlancashire.com	Weavers Triangle Visitor Centre	mm.domus.NW069	Weavers Triangle Visitor Centre	Burnley
"https://www.visitherefordshire.co.uk/thedms.aspx?dms=3&venue=1401466#:~:text=Details-,Weobley%20Museum%20is%20situated%20on%20the%20site%20of%20the%20old,relating%20to%20the%20Weobley%20area."	www.visitherefordshire.co.uk	Weobley Museum	mm.wiki.204	Weobley Museum	Weobley
https://www.visitbrighton.com/things-to-do/west-blatchington-windmill-p69253	www.visitbrighton.com	West Blatchington Windmill	mm.musa.377	West Blatchington Windmill	Hove
https://visitangus.com/william-lamb-studio/	visitangus.com	William Lamb Sculpture Studio	mm.domus.SC019	William Lamb Sculpture Studio	Montrose
https://www.visitcheltenham.com/things-to-do/winchcombe-folk-and-police-museum-p138283	www.visitcheltenham.com	Winchcombe Folk & Police Museum	mm.domus.SW148	Winchcombe Folk & Police Museum	Cheltenham
https://www.visitwirral.com/things-to-do/wirral-tramway-and-wirral-transport-museum-p18340	www.visitwirral.com	Wirral Transport Museum And Birkenhead Tramway	mm.musa.388	Wirral Transport Museum And Birkenhead Tramway	Birkenhead
https://www.visiteastyorkshire.co.uk/things-to-do/withernsea-lighthouse-museum-p1294851	www.visiteastyorkshire.co.uk	Withernsea Lighthouse Museum	mm.domus.YH092	Withernsea Lighthouse Museum	Withernsea
https://www.visitlancashire.com/things-to-do/woodend-mining-museum-p681900	www.visitlancashire.com	Woodend Colliery Mining Museum	mm.aim.1335	Woodend Colliery Mining Museum	Burnley
https://www.visitportsmouth.co.uk/things-to-do/world-war-1-remembrance-centre-p963841	www.visitportsmouth.co.uk	World War I Remembrance Centre	mm.aim.1346	World War I Remembrance Centre	Portsmouth
https://www.visitmerthyr.co.uk/things-to-do/attractions/ynysfach-engine-house/	www.visitmerthyr.co.uk	Ynysfach Engine House	mm.domus.WA040	Ynysfach Engine House	Merthyr Tydfil
