museum_id	twitter_id	facebook_pages	twitter_action	facebook_action	correct_twitter	correct_facebook	twitter_id_old	facebook_pages_old
mm.hha.053	twitter.com/clw_chavenage	no_resource	keep	keep				
mm.wiki.195	twitter.com/chawtonhouse	['www.facebook.com/chawtonhouse', 'en-gb.facebook.com/ChawtonHouse/posts']	keep	keep				
mm.wiki.326	twitter.com/cheddargorge_	no_resource	keep	keep				
mm.domus.WM107	no_resource	no_resource	keep	keep				
mm.aim.0191	twitter.com/chedhamsyard	['www.facebook.com/chedhamsyard', 'en-gb.facebook.com/ChedhamsYard']	keep	keep				
mm.domus.SW242	twitter.com/ntchedworth	['www.facebook.com/ntchedworthromanvilla', 'en-gb.facebook.com/NTChedworthRomanVilla']	keep	keep				
mm.domus.SE234	twitter.com/chelmsmuseum	en-gb.facebook.com/chelmsfordmuseums/about	keep	keep				
mm.misc.193	no_resource	no_resource	keep	drop				['www.facebook.com/chelseafc']
mm.domus.SW021	twitter.com/thewilsonchelt	['www.facebook.com/thewilsonchelt', 'en-gb.facebook.com/thewilsonchelt']	keep	keep				
mm.hha.005	['www.twitter.com/cheniesmanor', 'twitter.com/cheniesmanor']	['www.facebook.com/cheniesmanor', 'en-gb.facebook.com/cheniesmanor']	keep	keep				
mm.domus.WA003	no_resource	https://www.facebook.com/MonLife.co.uk	drop	update		https://www.facebook.com/MonLife.co.uk	['twitter.com/monlifeofficial', 'twitter.com/monmouthshirecc']	['facebook.com/monmouthshirecc']
mm.domus.NE077	no_resource	no_resource	keep	keep				
mm.domus.SE235	twitter.com/chertseymuseum	en-gb.facebook.com/chertseymuseum	keep	keep				
mm.ace.1287	twitter.com/cheshammuseum	['facebook.com/cheshammuseum', 'en-gb.facebook.com/CheshamMuseum/posts/thank-you-chesham-heritage-for-another-great-bit-of-chesham-history-check-out-ou/10155461865207476']	keep	keep				
mm.domus.NW026	twitter.com/chesmilmuseum	['www.facebook.com/cheshiremilitarymuseum', 'en-gb.facebook.com/cheshiremilitarymuseum']	keep	keep				
mm.domus.EM033	twitter.com/chfldmuse	['www.facebook.com/chesterfield-museum-and-art-gallery-194981557181142', 'en-gb.facebook.com/chesterfieldmuseum']	keep	keep				
mm.domus.NE017	['www.twitter.com/ehhadrianswall']	en-gb.facebook.com/chestersromanfort	keep	keep				
mm.domus.NW034	twitter.com/chethamslibrary	['www.facebook.com/chethamslibrary', 'en-gb.facebook.com/ChethamsLibrary']	keep	keep				
mm.musa.083	https://twitter.com/blistshill	https://www.facebook.com/theironbridgegorgemuseums	update	update	https://twitter.com/blistshill	https://www.facebook.com/theironbridgegorgemuseums	no_resource	no_resource
mm.domus.SE420	['twitter.com/chidd_castle', 'twitter.com/castleinnkent']	['en-gb.facebook.com/chiddingstonecastle', 'www.facebook.com/pg/chiddingstonecastle/reviews', 'en-gb.facebook.com/ChiddingstoneCastle']	keep	keep				
mm.New.49	no_resource	no_resource	keep	keep				
mm.hha.150	twitter.com/chillinghamc	['m.facebook.com/chillinghamcastle', 'en-gb.facebook.com/chillinghamcastle/events']	keep	keep				
mm.hha.109	twitter.com/chillingtonhall	['www.facebook.com/chillingtonhall']	keep	keep				
mm.domus.SE237	twitter.com/chilternoam	['www.facebook.com/chilternopenairmuseumevents', 'en-gb.facebook.com/ChilternOpenAirMuseumEvents']	keep	keep				
mm.ace.516	twitter.com/chippmuseum	no_resource	keep	drop				['www.facebook.com/chippenhammuseum', 'www.facebook.com/chipptowncouncil', 'en-gb.facebook.com/ChippenhamMuseum']
mm.musa.084	no_resource	en-gb.facebook.com/pages/category/History-Museum/chippingnortonmuseum/posts	keep	keep				
mm.domus.WA092	twitter.com/chirkcastlent	en-gb.facebook.com/ChirkCastleNT/posts	keep	keep				
mm.wiki.397	no_resource	en-gb.facebook.com/chiseldonlocalhistorygroup	keep	keep				
mm.domus.SE473	twitter.com/chiswick_house	['www.facebook.com/chiswickhouseandgardens', 'en-gb.facebook.com/ChiswickHouseAndGardens']	keep	keep				
mm.wiki.356	['twitter.com/chobhamnet']	['www.facebook.com/chobhamnet', 'en-gb.facebook.com/ChobhamMuseum/photos/pcb.1382248295440590/1382247968773956']	keep	keep				
mm.domus.SE390	['twitter.com/chch_oxford', 'twitter.com/chchgallery']	['www.facebook.com/chchoxford']	keep	keep				
mm.domus.SE305	twitter.com/ipswichmuseums	en-gb.facebook.com/ChristchurchParkIpswich	keep	keep				
mm.aim.0200	no_resource	no_resource	keep	keep				
mm.wiki.310	no_resource	no_resource	keep	keep				
mm.ace.1172	twitter.com/cwr_venue	en-gb.facebook.com/churchillwarrooms	keep	keep				
mm.domus.WM045	twitter.com/cvrofficialsite	['www.facebook.com/pages/churnet-valley-railway-1992-plc/419469178074597', 'en-gb.facebook.com/pages/category/Train-Station/Churnet-Valley-Railway-123279507712906']	keep	keep				
mm.fcm.051	no_resource	['www.facebook.com/gwwarhammerworld']	keep	keep				
mm.domus.SC076	no_resource	en-gb.facebook.com/City.Art.Centre.CAC/photos/ms.c.eJxdysENgDAMA8CNkJ0WO95~;McQHNXxPR~;B2daeNTQsXP0mkIRHWPOmuUwKw~_pCAta2f2JiyIL~;yAC3vHOk~-.bps.a.10157268148791760/10157288989966760/?type=3&__tn__=HH-R&eid=ARAjo8LaE5wS1vJ2B-m6aOBtMP528sxJ_mQFZqYBKB8UM3UKbECTnpSy5E7Hn_PgxeKK5o8Wl5K4OZYx	keep	keep				
mm.wiki.155	twitter.com/colpolicemuseum	en-gb.facebook.com/cityoflondonpolicemuseum	keep	keep				
mm.domus.SE153	twitter.com/norwichaviation	['www.facebook.com/norwichaviationmuseum', 'en-gb.facebook.com/NorwichAviationMuseum']	keep	keep				
mm.mgs.361	twitter.com/museumcameron	en-gb.facebook.com/ClanCameronMuseum	keep	keep				
mm.domus.SC077	no_resource	no_resource	keep	keep				
mm.domus.SC075	no_resource	no_resource	keep	keep				
mm.aim.0204	['twitter.com/total_giving']	['facebook.com/totalgiving']	keep	keep				
mm.domus.SC078	twitter.com/cmacphersonm	en-gb.facebook.com/clanmacphersonmuseum	keep	keep				
mm.domus.SE553	twitter.com/clandonparknt	['www.facebook.com/clandonparknationaltrust', 'en-gb.facebook.com/ClandonParkNationalTrust/posts']	keep	keep				
mm.domus.SE175	twitter.com/claremuseum	no_resource	keep	keep				
mm.ace.1234	no_resource	['www.facebook.com/iwclassicboat', 'en-gb.facebook.com/IWclassicboat']	keep	keep				
mm.domus.SE516	twitter.com/claydonhouse	no_resource	keep	keep				
mm.ace.1288	twitter.com/claymillssteam	['www.facebook.com/theclaymillspumpingstation', 'en-gb.facebook.com/Theclaymillspumpingstation']	keep	keep				
mm.wiki.188	twitter.com/claytonhalluk	['www.facebook.com/clayton.hall.100', 'en-gb.facebook.com/clayton.hall.100']	keep	keep				
mm.aim.0207	twitter.com/clearwellcaves	['www.facebook.com/clearwellcaves', 'en-gb.facebook.com/clearwellcaves']	keep	keep				
mm.ace.1099	twitter.com/clevedoncourtNH	en-gb.facebook.com/pages/category/Nursing-Home/Clevedon-Court-Nursing-Home-165656520811856	keep	keep				
mm.domus.NE049	twitter.com/visitcimm?lang=cs	en-gb.facebook.com/cimmuseum	keep	keep				
mm.domus.YH038	twitter.com/cliffeparkrun	en-gb.facebook.com/CliffeCastlePavilion	keep	keep				
mm.wiki.345	no_resource	no_resource	keep	keep				
mm.domus.YH055	twitter.com/cliftonparkmus	en-gb.facebook.com/cliftonparkmuseum	keep	keep				
mm.fcm.056	twitter.com/theclinkprison	['www.facebook.com/theclinkprison', 'en-gb.facebook.com/theclinkprison']	keep	keep				
mm.ace.1149	twitter.com/cuttysark	en-gb.facebook.com/cuttysarkgreenwich	keep	keep				
mm.domus.NW042	twitter.com/LMuseums/status/1117798657334620160	no_resource	keep	keep				
mm.misc.257	no_resource	no_resource	keep	keep				
mm.domus.SW208	no_resource	['www.facebook.com/cloudshillnationaltrust']	keep	keep				
mm.misc.131	['twitter.com/visitmidwales']	['www.facebook.com/visitmidwales']	keep	keep				
mm.musa.090	no_resource	no_resource	keep	keep				
mm.domus.SC079	twitter.com/wdcheritage/status/1032578152692965376	no_resource	keep	keep				
mm.domus.WM125	no_resource	no_resource	keep	keep				
mm.New.24	no_resource	no_resource	drop	drop			['twitter.com/midumail']	['www.facebook.com/midumail']
mm.domus.WM124	no_resource	no_resource	keep	keep				
mm.misc.079	['twitter.com/coastalmuseumel', 'twitter.com/coastalmuseum']	['www.facebook.com/coastalcommunitiesmuseum']	keep	keep				
mm.aim.0211	no_resource	['www.facebook.com/pages/category/history-museum/cobbaton-combat-collection-113173945423511', 'en-gb.facebook.com/pages/category/History-Museum/Cobbaton-Combat-Collection-113173945423511']	keep	keep				
mm.domus.SC294	twitter.com/cockburngeol	en-gb.facebook.com/cockburngeologicalmuseum	keep	keep				
mm.domus.SE183	twitter.com/coggeswitney	['www.facebook.com/cogges', 'en-gb.facebook.com/Cogges/?hc_location=ufi']	keep	keep				
mm.aim.0213	['twitter.com/visitcolchester']	['www.facebook.com/visitcolchester']	keep	keep				
mm.fcm.059	no_resource	no_resource	keep	keep				
mm.domus.SE071	twitter.com/colmuseums	en-gb.facebook.com/ColchesterCastle	keep	keep				
mm.domus.SW097	twitter.com/coldharbourmill	['www.facebook.com/coldharbourmill', 'en-gb.facebook.com/ColdharbourMill']	keep	keep				
mm.domus.SC036	no_resource	no_resource	keep	keep				
mm.wiki.142	no_resource	no_resource	keep	keep				
mm.domus.WM022	no_resource	en-gb.facebook.com/events/coleham-pumping-station/open-day-at-coleham-pumping-station/184534402354450	keep	keep				
mm.domus.NI038	['mobile.twitter.com/colerainemuseum', 'twitter.com/colerainemuseum']	['www.facebook.com/colerainemuseum', 'en-gb.facebook.com/colerainemuseum']	keep	keep				
mm.domus.SW209	['twitter.com/coleridgent']	['www.facebook.com/ntcoleridgecottage', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/NTcoleridgecottage/posts']	keep	keep				
mm.domus.SW236	no_resource	en-gb.facebook.com/events/coleton-fishacre/coleton-aglow/258898044754337	keep	keep				
mm.domus.YH050	twitter.com/museumgolcar	['www.facebook.com/colnevalleymuseum', 'en-gb.facebook.com/pages/category/History-Museum/colnevalleymuseum/posts']	keep	keep				
mm.aim.0217	no_resource	no_resource	keep	keep				
mm.aim.0218	twitter.com/colnevalleyrail	['www.facebook.com/colnevalleyrailway', 'en-gb.facebook.com/ColneValleyRailway']	keep	keep				
mm.aim.0219	['twitter.com/kandesrailway']	['www.facebook.com/kentandeastsussexrailway']	keep	keep				
mm.wiki.079	['twitter.com/hcolyton']	['www.facebook.com/colytonheritagecentre']	keep	keep				
mm.domus.SC143	no_resource	['m.facebook.com/culturenl']	keep	keep				
mm.domus.SW026	twitter.com/combemuseum	['www.facebook.com/combemartinmuseum', 'en-gb.facebook.com/combemartinmuseum/reviews']	keep	keep				
mm.aim.0222	['www.twitter.com/combemill1912', 'twitter.com/combepc']	['www.facebook.com/combe-mill-265011663864445']	keep	keep				
mm.ace.1178	['www.twitter.com/ocmsm', 'twitter.com/cmsm4']	['www.facebook.com/combinedmilitaryservicesmuseum', 'en-gb.facebook.com/pages/category/Community-Organization/Combined-Military-Services-Museum-193172014057659']	keep	keep				
mm.mgs.287	no_resource	no_resource	keep	keep				
mm.misc.173	twitter.com/ComptonCastle	no_resource	keep	keep				
mm.New.161	no_resource	no_resource	keep	keep				
mm.domus.WM123	['twitter.com/comptonverney', 'twitter.com/comptonverney/status/1273245872801959946?lang=ca']	['www.facebook.com/comptonverney', 'en-gb.facebook.com/comptonverney/events']	keep	keep				
mm.aim.0228	no_resource	['www.facebook.com/pg/comunn-eachdraidh-nis-158299474181415/posts', 'www.facebook.com/comunn-eachdraidh-nis-158299474181415']	keep	keep				
mm.domus.NW033	twitter.com/congletonmuseum	['www.facebook.com/congletonmuseum', 'en-gb.facebook.com/congletonmuseum']	keep	keep				
mm.New.43	['www.twitter.com/rafbbmf', 'twitter.com/officiallycahc']	['www.facebook.com/bbmf.official', 'en-gb.facebook.com/ConingsbyHeritage']	keep	keep				
mm.ace.1291	twitter.com/jacquimuseum	['www.facebook.com/constantmuse']	keep	keep				
mm.wiki.438	no_resource	no_resource	drop	drop			['twitter.com/conwycbc']	['www.facebook.com/conwycbc', 'en-gb.facebook.com/Conwymussels']
mm.mald.037	no_resource	['www.facebook.com/conwyrailwaymuseum', 'en-gb.facebook.com/RheilfforddDyffrynConwyConwyValleyRailway']	keep	keep				
mm.domus.YH044	twitter.com/cooperbarnsley	['www.facebook.com/pages/the-cooper-gallery/331408703599637', 'en-gb.facebook.com/The-Cooper-Gallery-331408703599637/?hc_location=ufi']	keep	keep				
mm.domus.NE068	no_resource	no_resource	keep	keep				
mm.aim.0231	no_resource	['www.facebook.com/corbyheritagecentre', 'en-gb.facebook.com/CorbyHeritageCentre']	drop	keep			['twitter.com/corbybcleisure', 'twitter.com/lovecorbyuk/status/1338024617517211649']	
mm.hha.162	no_resource	no_resource	keep	keep				
mm.domus.SW179	['twitter.com/ntcorfecastle']	['www.facebook.com/ntcorfecastle', 'en-gb.facebook.com/NTCorfeCastle/posts/the-contest-continues-from-our-own-ian-brown-this-morning-stunning-photography-p/1898652603560983']	keep	keep				
mm.domus.SW029	twitter.com/coriniummuseum	['www.facebook.com/coriniummuseum', 'en-gb.facebook.com/CoriniumMuseum']	keep	keep				
mm.fcm.064	no_resource	no_resource	keep	keep				
mm.aim82NM.038	no_resource	en-gb.facebook.com/newquaymuseum	keep	keep				
mm.wiki.028	no_resource	['www.facebook.com/eastpoolmine', 'en-gb.facebook.com/eastpoolmine/posts']	keep	keep				
mm.wiki.029	no_resource	no_resource	keep	keep				
mm.misc.047	['twitter.com/cornwall_ahc', 'twitter.com/Cornwall_AHC/status/1100034973422284801']	['www.facebook.com/cornwallahc', 'en-gb.facebook.com/CornwallAHC']	keep	keep				
mm.hha.188	['twitter.com/hbdplaces']	no_resource	keep	keep				
mm.domus.SW028	['twitter.com/thenmmc']	['en-gb.facebook.com/thenmmc']	keep	keep				
mm.domus.SW104	twitter.com/bodminkeep	en-gb.facebook.com/bodminkeep	keep	keep				
mm.domus.SC081	twitter.com/search?q=%23corrigallfarm	no_resource	keep	keep				
mm.mald.038	['www.twitter.com/corrisrailway', 'twitter.com/corrisrailway']	['www.facebook.com/thecorrisrailwayofficial', 'en-gb.facebook.com/thecorrisrailwayofficial/about']	keep	keep				
mm.hha.064	no_resource	no_resource	keep	keep				
mm.aim.0304	['www.twitter.com/museumcorwen', 'twitter.com/museumcorwen']	no_resource	keep	drop				['www.facebook.com/people/can-edeyrnion', 'en-gb.facebook.com/amgueddfacorwenmuseum']
mm.musa.092	no_resource	en-gb.facebook.com/Cotehele/about	keep	keep				
mm.domus.SW199	['twitter.com/cotehelent', 'twitter.com/cotehelent']	['www.facebook.com/cotehele', 'en-gb.facebook.com/Cotehele']	keep	keep				
mm.domus.SW200	no_resource	en-gb.facebook.com/Cotehele/about	keep	keep				
mm.aim.0234	twitter.com/motoringmuseum	['www.facebook.com/cotswoldmotoringmuseum', 'en-gb.facebook.com/pages/category/Museum/CotswoldMotoringMuseum/about']	keep	keep				
mm.domus.NW048	twitter.com/lancastermuseum	en-gb.facebook.com/LancasterMaritimeMuseum	keep	keep				
mm.hha.095	no_resource	['www.facebook.com/cottesbrooke', 'en-gb.facebook.com/CottesbrookeVillageHall']	keep	keep				
mm.aim.1025	no_resource	['www.facebook.com/coultershawheritagesiteandbeampump', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/CoultershawBeamPump/posts']	keep	keep				
mm.fcm.067	['twitter.com/sasiacollection']	['www.facebook.com/thesouthasiacollection', 'en-gb.facebook.com/CountryandEasternNorwich/about']	keep	keep				
mm.ace.1199	twitter.com/courtbarnmuseum	['www.facebook.com/pages/court-barn-museum/264985988490']	keep	keep				
mm.wiki.221	['twitter.com/visitkent']	['facebook.com/visitkent']	keep	keep				
mm.domus.SE383	['twitter.com/courtauldstudy', 'twitter.com/courtauldgall']	['www.facebook.com/thecourtauldinstituteofart', 'en-gb.facebook.com/TheCourtauld']	keep	keep				
mm.domus.SC089	no_resource	no_resource	keep	keep				
mm.domus.WM088	twitter.com/covtm	en-gb.facebook.com/CovTM	keep	keep				
mm.aim.0236	no_resource	no_resource	keep	keep				
mm.domus.WA029	no_resource	no_resource	keep	keep				
mm.domus.SE184	no_resource	no_resource	keep	keep				
mm.domus.SE240	twitter.com/cowpnewtmuseum	['www.facebook.com/the-cowper-and-newton-museum-133821379969875', 'en-gb.facebook.com/The-Cowper-and-Newton-Museum-133821379969875/posts/?ref=page_internal']	keep	keep				
mm.musa.095	twitter.com/crabblecornmill	['www.facebook.com/crabblecornmill', 'en-gb.facebook.com/crabblecornmill']	keep	keep				
mm.domus.SW032	twitter.com/crafts_csc	['www.facebook.com/craftsstudycentre']	keep	keep				
mm.domus.NE074	twitter.com/ntcragside	['www.facebook.com/ntcragside', 'en-gb.facebook.com/ntcragside/?hc_location=ufi']	keep	keep				
mm.nimc.016	no_resource	en-gb.facebook.com/CraigavonMuseumServices	keep	keep				
mm.domus.SC090	twitter.com/scotfishmuseum	en-gb.facebook.com/CrailMuseumandHeritageCentre/posts/opening-hours-this-weekend-saturday-1100am-400pm-sunday-130pm-400pmsunday-walk-2/1731559093590599	keep	keep				
mm.musa.096	['twitter.com/visitseengland']	['www.facebook.com/visitsoutheastengland', 'www.facebook.com/cramptontowermuseum', 'en-gb.facebook.com/cramptontowermuseum']	keep	keep				
mm.domus.SE252	twitter.com/cranbrookartmus	['www.facebook.com/cranbrookartmuseum', 'en-gb.facebook.com/cranbrookmuseum']	keep	keep				
mm.wiki.257	no_resource	['www.facebook.com/cranwellaviation']	drop	keep			['www.twitter.com/cranwellmuseum', 'twitter.com/danmadmorgan', 'twitter.com/cranwellmuseum']	
mm.New.85	no_resource	en-gb.facebook.com/davewoodmotorcycles	keep	keep				
mm.domus.SC320	no_resource	['www.facebook.com/home.php', 'en-gb.facebook.com/CrawfordjohnHeritageVentureMuseum']	keep	keep				
mm.domus.SE454	twitter.com/crawleymuseum	['en-gb.facebook.com/crawleymuseum', 'en-gb.facebook.com/CrawleyMuseum']	keep	keep				
mm.wiki.080	no_resource	en-gb.facebook.com/pages/category/Community-Museum/Crediton.Museum/photos	keep	keep				
mm.musa.097	twitter.com/gemrockmuseum	['www.facebook.com/gem-rock-museum-506321386070060', 'en-gb.facebook.com/pages/category/Science-Museum/Gem-Rock-Museum-506321386070060']	keep	keep				
mm.mgs.370	no_resource	en-gb.facebook.com/Creetown-Heritage-Museum-401385456903231/posts	keep	keep				
mm.domus.NW186	no_resource	no_resource	keep	keep				
mm.hha.190	twitter.com/cressellycc/status/1150329890144735234	no_resource	keep	keep				
mm.domus.EM081	twitter.com/creswellcrags	['www.facebook.com/creswellcrags', 'en-gb.facebook.com/creswellcrags/posts']	keep	keep				
mm.wiki.022	['www.twitter.com/crewehc']	['www.facebook.com/crewehc']	keep	keep				
mm.domus.SW033	no_resource	['www.facebook.com/crewkerne-district-museum-heritage-centre-577533932288676', 'en-gb.facebook.com/pages/category/History-Museum/Crewkerne-District-Museum-Heritage-Centre-577533932288676']	keep	keep				
mm.misc.225	twitter.com/crichton_royal	no_resource	keep	keep				
mm.domus.SW034	no_resource	no_resource	keep	keep				
mm.ace.1091	twitter.com/ntcroftcastle	['www.facebook.com/pages/nt-croft-castle-parkland/111681898924868']	keep	keep				
mm.wiki.398	['twitter.com/croftonbeamengs']	['www.facebook.com/croftonbeamengines', 'en-gb.facebook.com/croftonbeamengines/about']	keep	keep				
mm.musa.099	['twitter.com/lbofbromley', 'twitter.com/croftonvilla']	['www.facebook.com/lbbromley', 'en-gb.facebook.com/croftonromanvilla']	keep	keep				
mm.domus.SC092	twitter.com/cromcourthouse/media	['www.facebook.com/cromarty-courthouse-museum-596732313704121']	keep	keep				
mm.domus.SE113	twitter.com/cromermuseum	en-gb.facebook.com/MuseumCromer	keep	keep				
mm.aim.0983	twitter.com/cromfordmills	en-gb.facebook.com/cromfordmills/?ref=page_internal	keep	keep				
mm.domus.SE245	twitter.com/museumcromwell	['www.facebook.com/thecromwellmuseum', 'en-gb.facebook.com/thecromwellmuseum/?hc_location=ufi']	keep	keep				
mm.aim.0244	twitter.com/crossnesset	['en-gb.facebook.com/thecrossnessenginestrust', 'en-gb.facebook.com/TheCrossnessEnginesTrust/posts/?ref=page_internal']	keep	keep				
mm.domus.NW052	no_resource	no_resource	drop	drop			['twitter.com/visitliverpool', 'twitter.com/croxtethhall']	['www.facebook.com/visitliverpool', 'en-gb.facebook.com/CroxtethHall']
mm.aim.0245	twitter.com/croydonairport	['www.facebook.com/pages/croydon-airport/155469954622903', 'en-gb.facebook.com/Croydonairport']	keep	keep				
mm.domus.SE013	twitter.com/museumofcroydon	['www.facebook.com/museumofcroydonofficial']	keep	keep				
mm.domus.SE243	['mobile.twitter.com/crystalpmuseum', 'twitter.com/crystalpmuseum']	['www.facebook.com/thecrystalpalacemuseum', 'en-gb.facebook.com/TheCrystalPalaceMuseum']	keep	keep				
mm.domus.SE242	twitter.com/cuckfieldmuseum	['www.facebook.com/pg/around-old-cuckfield-103550207909018/posts', 'www.facebook.com/cuckfieldmuseum', 'www.facebook.com/pg/around-old-cuckfield-103550207909018/posts', 'en-gb.facebook.com/CuckfieldMuseum']	keep	keep				
mm.fcm.072	no_resource	no_resource	keep	keep				
mm.musa.100	twitter.com/cullodennts	['www.facebook.com/cullodenbattlefield', 'www.facebook.com/green.tourism.uk', 'en-gb.facebook.com/cullodenbattlefield/posts']	keep	keep				
mm.domus.SC044	twitter.com/culrossnts	['www.facebook.com/royalburghofculross']	keep	keep				
mm.domus.SE231	twitter.com/portsmouthnhm	['www.facebook.com/cumberlandhousenhm', 'en-gb.facebook.com/CumberlandHouseNHM']	keep	keep				
mm.domus.SC315	no_resource	no_resource	keep	keep				
mm.domus.NW029	twitter.com/cmoml	no_resource	keep	keep				
mm.domus.SE014	no_resource	en-gb.facebook.com/CumingMuseum	keep	keep				
mm.aim.0249	twitter.com/cuparheritage	['www.facebook.com/cuparheritagecentre', 'en-gb.facebook.com/CuparHeritageCentre/about']	keep	keep				
mm.domus.SE221	twitter.com/altonmuseums	['www.facebook.com/curtismuseum', 'en-gb.facebook.com/curtismuseum']	keep	keep				
mm.domus.YH054	twitter.com/cusworth_hall	['www.facebook.com/pg/1086brewery/about', 'en-gb.facebook.com/Cusworthhallandpark']	keep	keep				
mm.domus.WA031	['twitter.com/visitcyfarthfa']	en-gb.facebook.com/Cyfarthfa	keep	keep				
mm.domus.WA030	['www.twitter.com/cynonvalleymus', 'twitter.com/cynonvalleymus']	['www.facebook.com/cynonvalleymuseum', 'en-gb.facebook.com/cynonvalleymuseum']	keep	keep				
mm.domus.EM025	['twitter.com/_lleisure', 'twitter.com/dhlmuseum']	['www.facebook.com/lleisure.co.uk', 'en-gb.facebook.com/dhlawrencemuseum']	keep	keep				
mm.fcm.074	no_resource	no_resource	keep	keep				
mm.domus.SC091	no_resource	en-gb.facebook.com/DalbeattieMuseum231	keep	keep				
mm.hha.136	['twitter.com/dalemainmansion', 'twitter.com/marmaladeawards']	['www.facebook.com/dalemaincumbria']	keep	keep				
mm.domus.YH049	twitter.com/dalesmuseum	['www.facebook.com/dalesmuseum', 'en-gb.facebook.com/dalesmuseum']	keep	keep				
mm.mgs.284	['twitter.com/dalgarvenmill']	['en-gb.facebook.com/dalgarven.mill']	keep	keep				
mm.musa.101	no_resource	['en-gb.facebook.com/dalkeith-museum-1570022786562497', 'en-gb.facebook.com/Dalkeith-Corn-Exchange-1570022786562497']	keep	keep				
mm.misc.160	no_resource	no_resource	keep	keep				
mm.mgs.373	no_resource	en-gb.facebook.com/dalmenyestate/posts	keep	keep				
mm.musa.102	no_resource	en-gb.facebook.com/pages/category/History-Museum/Dan-Winters-Cottage-504521372916841	keep	keep				
mm.aim82M.064	twitter.com/showcaves	en-gb.facebook.com/showcaves	keep	keep				
mm.domus.WM129	no_resource	en-gb.facebook.com/theironbridgegorgemuseums/about/?ref=page_internal	keep	keep				
mm.domus.SE260	['twitter.com/welovedartford']	['www.facebook.com/dartfordtogether']	keep	keep				
mm.fcm.075	twitter.com/hmp_dartmoor	no_resource	keep	keep				
mm.domus.SW186	twitter.com/dartmouthmuseum	['www.facebook.com/dartmouthmuseum1', 'en-gb.facebook.com/pages/category/Community-Museum/dartmouthheritagemuseum/posts']	keep	keep				
mm.aim.0254	twitter.com/darwen_heritage	no_resource	keep	keep				
mm.wiki.207	no_resource	['www.facebook.com/groups/826713874195948']	keep	keep				
mm.domus.EM026	twitter.com/daventrymuseum	['www.facebook.com/pages/category/community-museum/daventry-museum-149432531908800', 'www.facebook.com/pages/daventry-museum/149432531908800', 'en-gb.facebook.com/Daventry-Museum-149432531908800']	keep	keep				
mm.wiki.379	no_resource	['www.facebook.com/groups/175513530555836']	keep	keep				
mm.domus.SC093	['twitter.com/vsitlanarkshire']	['www.facebook.com/visitlanarkshire']	keep	keep				
mm.wiki.066	['www.twitter.com/davidmelloruk']	no_resource	keep	keep				
mm.wiki.030	no_resource	no_resource	keep	keep				
mm.New.133	no_resource	['www.facebook.com/dawestwineworks']	keep	keep				
mm.domus.SW035	twitter.com/dawlishmuseum	['www.facebook.com/pages/dawlish-museum/365561793551129', 'en-gb.facebook.com/dawlishmuseum']	keep	keep				
mm.ace.1204	twitter.com/dehavmuseum	['www.facebook.com/dehavmuseum']	keep	keep				
mm.aim.0130	['twitter.com/deafhistoryuk']	['www.facebook.com/bdhsuk']	keep	keep				
mm.musa.109	no_resource	no_resource	keep	keep				
mm.domus.SE336	twitter.com/deal_museum	['www.facebook.com/dealmaritimemuseum', 'en-gb.facebook.com/dealmaritimemuseum']	keep	keep				
mm.domus.SC097	['twitter.com/ealeisure']	['www.facebook.com/deancastlepark', 'en-gb.facebook.com/deancastlepark/posts']	keep	keep				
mm.domus.SW036	twitter.com/deanforrailway	['www.facebook.com/deanforestrailway', 'en-gb.facebook.com/deanforestrailway/?hc_location=ufi']	keep	keep				
mm.domus.SW037	no_resource	['www.facebook.com/dean-heritage-centre', 'en-gb.facebook.com/DeanHeritageCentre']	keep	keep				
mm.hha.096	twitter.com/deenepark	['www.facebook.com/deenepark', 'en-gb.facebook.com/DeenePark/posts']	keep	keep				
mm.misc.013	twitter.com/dotnec_org	no_resource	keep	keep				
mm.wiki.458	no_resource	en-gb.facebook.com/Delgatie-Castle-Turriff-115485135216484/?rf=135803693117872	keep	keep				
mm.domus.WA015	twitter.com/denbighlibrary	no_resource	keep	keep				
mm.mald.042	no_resource	en-gb.facebook.com/denbighmuseum	keep	keep				
mm.wiki.067	no_resource	no_resource	keep	keep				
mm.wiki.156	twitter.com/dennissevershse	['www.facebook.com/pages/dennis-severs-house/568755499809506', 'en-gb.facebook.com/pages/category/History-Museum/Dennis-Severs-House-568755499809506/posts']	keep	keep				
mm.domus.SC095	['twitter.com/apo11o']	no_resource	keep	keep				
mm.New.99	['twitter.com/dentheritage']	['www.facebook.com/profile.php']	keep	keep				
mm.domus.EM034	twitter.com/derbymuseums	en-gb.facebook.com/derbymuseums/posts	keep	keep				
mm.fcm.078	['twitter.com/richardf_derby']	['www.facebook.com/officialrichardfelix']	keep	keep				
mm.domus.EM035	twitter.com/derbysilkmill	en-gb.facebook.com/silkmillderby	keep	keep				
mm.fcm.073	['twitter.com/derwentart', 'twitter.com/pencilmuseum']	['www.facebook.com/pencilmuseum', 'www.facebook.com/derwentartofficial', 'en-gb.facebook.com/pencilmuseum']	keep	keep				
mm.ace.1239	['twitter.com/desboroughheri1', 'twitter.com/DesboroughHeri1']	['www.facebook.com/desboroughheritagecentre', 'en-gb.facebook.com/desboroughheritagecentre']	keep	keep				
