museum_id	twitter_id	facebook_pages	twitter_action	facebook_action	correct_twitter	correct_facebook	twitter_id_old	facebook_pages_old
mm.domus.SE118	['www.twitter.com/100bgmus', 'twitter.com/100bgmus']	['www.facebook.com/100bgmus', 'en-gb.facebook.com/100bgmus/about']	keep	keep				
mm.domus.SE499	twitter.com/1066battleabbey	['www.facebook.com/1066battleabbey', 'en-gb.facebook.com/1066BattleAbbey/posts']	keep	keep				
mm.domus.EM073	['twitter.com/1620shouse']	['www.facebook.com/1620shouse']	keep	keep				
mm.domus.SE329	twitter.com/18stafford	no_resource	keep	keep				
mm.musa.002	['www.twitter.com/19pst', 'twitter.com/19pst']	['www.facebook.com/pages/19-princelet-street/205372166165300', 'en-gb.facebook.com/19PrinceletStreet']	keep	keep				
mm.MDN.025	twitter.com/1940sswansea	no_resource	keep	drop				['www.facebook.com/enjoyswansea', 'www.facebook.com/1940sswanseabay', 'www.facebook.com/visitswanseabay']
mm.domus.SE524	twitter.com/2willowroadnt	no_resource	keep	keep				
mm.New.92	no_resource	no_resource	keep	keep				
mm.misc.217	['twitter.com/britflorida']	['www.facebook.com/jackie.jackson.1829']	keep	keep				
mm.wiki.007	no_resource	no_resource	keep	keep				
mm.wiki.280	no_resource	no_resource	keep	keep				
mm.wiki.504	['twitter.com/390thmem']	['www.facebook.com/390thmmf']	keep	keep				
mm.New.34	no_resource	no_resource	keep	keep				
mm.wiki.475	no_resource	en-gb.facebook.com/602CityOfGlasgowSquadronMuseumAssociation	keep	keep				
mm.wiki.295	twitter.com/78derngate	['www.facebook.com/78derngate', 'en-gb.facebook.com/78derngate']	keep	keep				
mm.domus.EM048	twitter.com/lancers_museum	no_resource	keep	keep				
mm.domus.SW230	no_resource	['www.facebook.com/alarondent']	keep	keep				
mm.wiki.059	['twitter.com/discovercarlisl']	['www.facebook.com/discovercarlisle']	keep	keep				
mm.domus.YH005	twitter.com/abbeyhouseleeds	['www.facebook.com/abbeyhousemuseum', 'en-gb.facebook.com/AbbeyHouseMuseum']	keep	keep				
mm.domus.EM066	no_resource	no_resource	keep	keep				
mm.domus.YH023	twitter.com/abbeydalehamlet	['www.facebook.com/abbeydaleindustrialhamlet', 'en-gb.facebook.com/AbbeydaleIndustrialHamlet']	keep	keep				
mm.domus.NW025	no_resource	en-gb.facebook.com/abbothall	keep	keep				
mm.hha.153	twitter.com/abbotsfordscott	['www.facebook.com/abbotsfordscott']	keep	keep				
mm.mald.001	twitter.com/abervalleyhg	['www.facebook.com/visitcaerphilly', 'en-gb.facebook.com/abervalleyheritage']	keep	keep				
mm.domus.WA094	no_resource	en-gb.facebook.com/pages/category/Bed-and-Breakfast/Aberconwyhouse/posts	keep	keep				
mm.domus.SC002	twitter.com/abdnartmuseums	en-gb.facebook.com/AbdnArtMuseums	keep	keep				
mm.domus.SC003	twitter.com/abdnartmuseums	en-gb.facebook.com/AbdnArtMuseums/about	keep	keep				
mm.domus.SC187	twitter.com/aberdeensci	['www.facebook.com/aberdeensciencecentre', 'en-gb.facebook.com/aberdeensciencecentre']	keep	keep				
mm.domus.SC173	twitter.com/abmuseums	['www.facebook.com/aberdeenshiremuseumsservice', 'en-gb.facebook.com/AberdeenshireMuseumsService/photos/heritage-dayaberdeenshire-farming-museumaden-country-park-mintlawthis-sunday-30t/1893339097380840']	keep	keep				
mm.aim.0005	www.twitter.com/AberMuseum	no_resource	keep	keep				
mm.aim.0006	no_resource	en-gb.facebook.com/abertillerymuseum	keep	keep				
mm.domus.WA066	['twitter.com/aberceramics']	['www.facebook.com/aberceramics', 'en-gb.facebook.com/thebaygallery']	keep	keep				
mm.domus.SE170	no_resource	['www.facebook.com/abingdon-on-thames-town-council-1603428299668844', 'en-gb.facebook.com/abingdoncountyhallmuseum']	drop	keep			['twitter.com/sofotrust', 'twitter.com/wallingfordmus', 'twitter.com/abingdontc', 'twitter.com/abingdonmuseum']	
mm.domus.EM001	['twitter.com/nn_bestsurprise', 'twitter.com/northamptonshoe']	['www.facebook.com/nnbestsurprise', 'www.facebook.com/abingtonmuseum', 'en-gb.facebook.com/AbingtonMuseum']	keep	keep				
mm.hha.051	twitter.com/actoncourt	['www.facebook.com/actoncourt', 'en-gb.facebook.com/ActonCourt']	keep	keep				
mm.domus.WM034	twitter.com/actonscottmuse	['www.facebook.com/actonscotthall', 'en-gb.facebook.com/ActonScottMuseum']	keep	keep				
mm.domus.SE434	twitter.com/agcmuseum	en-gb.facebook.com/AdjutantGeneralsCorps	keep	keep				
mm.hha.130	['twitter.com/adlingtonhall']	['www.facebook.com/adlingtonhall', 'en-gb.facebook.com/AdlingtonHall']	keep	keep				
mm.misc.234	twitter.com/bristolaero	['www.facebook.com/aerospacebristol', 'www.facebook.com/aerospacebristol', 'en-gb.facebook.com/aerospacebristol']	keep	keep				
mm.domus.SE413	no_resource	['www.facebook.com/brookmuseum', 'en-gb.facebook.com/pages/category/Nonprofit-Organization/Agricultural-Museum-Brook-865896220170580']	keep	keep				
mm.misc.195	no_resource	no_resource	keep	keep				
mm.domus.SE171	twitter.com/airassaultmuse	['www.facebook.com/airborneassault', 'www.facebook.com/para', 'en-gb.facebook.com/airborneassault']	keep	keep				
mm.domus.YH154	twitter.com/romanaldborough	no_resource	keep	keep				
mm.wiki.392	twitter.com/aldbournarchive	en-gb.facebook.com/aldbourneheritage/photos/i-love-the-looks-of-concentration-working-on-not-dropping-the-eggs/2108329662524529	keep	keep				
mm.domus.SE172	twitter.com/aldeburghmuseum	['www.facebook.com/aldeburghmuseum', 'en-gb.facebook.com/AldeburghMuseum']	keep	keep				
mm.domus.SE176	twitter.com/Alderney_Museum	en-gb.facebook.com/AlderneyMuseum	keep	keep				
mm.domus.SE169	twitter.com/aldershotmuseum	['www.facebook.com/aldershotmilitarymuseum', 'en-gb.facebook.com/AldershotMilitaryMuseum']	keep	keep				
mm.aim.0037	no_resource	['www.facebook.com/astonmanorroadtransportmuseum', 'www.facebook.com/astonmanorroadtransportmuseum', 'en-gb.facebook.com/AstonManorRoadTransportMuseum']	keep	keep				
mm.musa.006	no_resource	no_resource	drop	drop			['twitter.com/imperialnhs', 'twitter.com/fleminglondon']	['www.facebook.com/imperialnhs']
mm.domus.SW193	no_resource	no_resource	keep	keep				
mm.wiki.456	twitter.com/alfordheritage	['www.facebook.com/alfordheritagemuseum', 'en-gb.facebook.com/AlfordHeritageMuseum']	keep	keep				
mm.domus.EM003	twitter.com/alfordmanor	['www.facebook.com/weststreetalford']	keep	keep				
mm.misc.112	no_resource	['www.facebook.com/alfordvalleyrailway', 'en-gb.facebook.com/AlfordHeritageMuseum/posts/?ref=page_internal']	keep	keep				
mm.fcm.001	no_resource	no_resource	keep	keep				
mm.domus.EM059	['www.twitter.com/kmuseumgallery', 'twitter.com/kmuseumgallery']	['www.facebook.com/ketteringmuseumandartgallery', 'en-gb.facebook.com/pages/category/Charity-Organization/FriendsKetteringArtGalleryandMuseum/posts']	keep	keep				
mm.hud.005	twitter.com/alfristonnt	en-gb.facebook.com/AlfristonClergyHouseNT	keep	keep				
mm.aim.0014	['twitter.com/allhallowstower']	['www.facebook.com/ahbtt']	keep	keep				
mm.domus.SE177	twitter.com/altonmuseums	['www.facebook.com/allengalleryhct', 'en-gb.facebook.com/pages/category/Art-Museum/AllenGalleryHCT/posts']	keep	keep				
mm.hha.117	['twitter.com/allertoncastle']	['www.facebook.com/allertoncastle']	keep	keep				
mm.domus.SW093	no_resource	['www.facebook.com/honiton-museum-270247493009656', 'en-gb.facebook.com/pages/category/Community-Museum/Honiton-Museum-270247493009656']	keep	keep				
mm.domus.SC013	twitter.com/almondvalleyhc	['www.facebook.com/almondvalleyheritage']	keep	keep				
mm.New.136	twitter.com/alnvalleyrail	['www.facebook.com/alnvalleyrailway', 'en-gb.facebook.com/AlnValleyRailway']	keep	keep				
mm.aim.0710	['www.twitter.com/alnwickcastle', 'twitter.com/alnwickcastle']	['www.facebook.com/alnwickcastle', 'en-gb.facebook.com/alnwickcastle']	keep	keep				
mm.aim.0018	no_resource	no_resource	keep	keep				
mm.hha.094	twitter.com/althorphouse	['www.facebook.com/althorphouse', 'en-gb.facebook.com/AlthorpHouse']	keep	keep				
mm.domus.SC016	twitter.com/CPKMuseums/status/871739076369690625	en-gb.facebook.com/alythmuseum	keep	keep				
mm.domus.SE415	twitter.com/amberley_museum	['www.facebook.com/amberleymuseum', 'en-gb.facebook.com/amberleymuseum']	keep	keep				
mm.misc.084	no_resource	no_resource	keep	keep				
mm.aim.0021	no_resource	en-gb.facebook.com/pages/category/Organization/Fair-Organ-Preservation-Society-FOPS-258851229658	keep	keep				
mm.domus.SE578	twitter.com/amershammuseum	['www.facebook.com/amershammuseum', 'en-gb.facebook.com/AmershamMuseum']	keep	keep				
mm.domus.WA005	twitter.com/ceredigionmus	['www.facebook.com/amgueddfaceredigionmuseum', 'en-gb.facebook.com/amgueddfaceredigionmuseum']	keep	keep				
mm.domus.WA101	no_resource	no_resource	keep	keep				
mm.mgs.388	twitter.com/aniodhlann	['www.facebook.com/aniodhlann', 'en-gb.facebook.com/aniodhlann']	keep	keep				
mm.domus.SE007	no_resource	['www.facebook.com/associationofanaesthetists', 'en-gb.facebook.com/AAGBIheritagecentre']	drop	keep			['twitter.com/aagbi_heritage', 'twitter.com/assoc_anaes', 'twitter.com/anaes_heritage']	
mm.domus.SC220	no_resource	no_resource	keep	keep				
mm.domus.SC293	['twitter.com/teviotplace']	['www.facebook.com/anatomicalmuseumeduni', 'en-gb.facebook.com/AnatomicalMuseumEdUni']	keep	keep				
mm.domus.WM103	no_resource	no_resource	keep	keep				
mm.domus.SE116	twitter.com/ancienthousemus	en-gb.facebook.com/AncientHouseMuseum/about/?ref=page_internal	keep	keep				
mm.domus.SE178	twitter.com/andovermuseum	['facebook.com/ironagemuseum', 'en-gb.facebook.com/IronAgeMuseum']	keep	keep				
mm.domus.SC068	twitter.com/carnegiemuseum	['www.facebook.com/carnegiemuseum', 'en-gb.facebook.com/carnegiemuseum']	keep	keep				
mm.domus.NI030	no_resource	en-gb.facebook.com/AndrewJacksonCentre	keep	keep				
mm.domus.WA081	no_resource	en-gb.facebook.com/pages/category/Modern-Art-Museum/AndrewLoganMuseumofSculpture/videos	keep	keep				
mm.misc.243	no_resource	no_resource	keep	keep				
mm.domus.SE539	twitter.com/angleseyabbeynt	en-gb.facebook.com/AngleseyAbbeyNT/events	keep	keep				
mm.domus.NE002	no_resource	['www.facebook.com/groups/345591212524593']	keep	keep				
mm.domus.SC017	no_resource	['www.facebook.com/annanonline', 'en-gb.facebook.com/AnnanOnline']	keep	keep				
mm.domus.WM033	no_resource	no_resource	keep	keep				
mm.domus.SE416	twitter.com/lewescastle	['www.facebook.com/lewescastle', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/Anne-of-Cleves-House-Museum-386582791678123']	keep	keep				
mm.misc.259	twitter.com/breadboardmuse	['www.facebook.com/thebreadboardmuseum', 'en-gb.facebook.com/thebreadboardmuseum']	keep	keep				
mm.domus.SW198	no_resource	['www.facebook.com/ntantony', 'en-gb.facebook.com/NTantony']	keep	keep				
mm.wiki.341	['twitter.com/apedaleheritage']	['www.facebook.com/apedale', 'en-gb.facebook.com/apedale']	keep	keep				
mm.mgs.327	no_resource	en-gb.facebook.com/ApplecrossEvents	keep	keep				
mm.musa.010	['www.twitter.com/apsleyhouse', 'twitter.com/apsleyhouse']	['www.facebook.com/apsleyhouse', 'en-gb.facebook.com/ApsleyHouse']	keep	keep				
mm.domus.NE033	twitter.com/arbeiaromanfort	['www.facebook.com/arbeiaromanfort', 'www.facebook.com/arbeiaromanfort', 'en-gb.facebook.com/arbeiaromanfort']	keep	keep				
mm.domus.SC020	no_resource	['www.facebook.com/angusalivemuseums']	keep	keep				
mm.hha.112	no_resource	en-gb.facebook.com/events/arbury-hall/midlands-air-festival-2019/283178799042737	keep	keep				
mm.domus.SC024	twitter.com/abmuseums/status/1093128711140970496	no_resource	keep	keep				
mm.wiki.097	['twitter.com/hullmaritime']	https://www.facebook.com/HullMaritime/	keep	update		https://www.facebook.com/HullMaritime/		['www.facebook.com/hull-yorkshires-maritime-city-1934833223260600']
mm.hha.016	['twitter.com/ardingtonhouse']	['www.facebook.com/ardingtonhouse1', 'en-gb.facebook.com/ardingtonhouse1']	keep	keep				
mm.nimc.007	no_resource	['www.facebook.com/nationaltrustmidulster']	keep	keep				
mm.domus.SC069	twitter.com/argyllsmuseum	['www.facebook.com/theargyllandsutherlandhighlandersregimentalmuseum', 'www.facebook.com/argyllsacf', 'www.facebook.com/visitstirlingcastle', 'en-gb.facebook.com/TheArgyllAndSutherlandHighlandersRegimentalMuseum']	keep	keep				
mm.hha.131	twitter.com/arleyhall	['www.facebook.com/arleyhall', 'en-gb.facebook.com/arleyhall']	keep	keep				
mm.domus.SW231	['twitter.com/ntarlington']	['www.facebook.com/arlingtoncourtnt', 'en-gb.facebook.com/ArlingtonCourtNT']	keep	keep				
mm.mgs.367	twitter.com/armadalecastle	['www.facebook.com/armadalecastleskye']	keep	keep				
mm.domus.NI018	twitter.com/armagh_comuseum	en-gb.facebook.com/ArmaghCountyMuseum	keep	keep				
mm.domus.NI022	twitter.com/armrlib	en-gb.facebook.com/ArmaghCityLibrary/posts	keep	keep				
mm.domus.NW073	twitter.com/armittmuseum	en-gb.facebook.com/pages/category/Nonprofit-Organization/TheArmitt/posts	keep	keep				
mm.New.35	twitter.com/ArmourgeddonUK/status/974324276764594176	en-gb.facebook.com/ArmourgeddonTankPaintballBattles	keep	keep				
mm.hha.158	['twitter.com/arnistonestate', 'twitter.com/arnistonh']	['www.facebook.com/arnistonhouseevents', 'en-gb.facebook.com/arnistonhouseevents']	keep	keep				
mm.domus.SC030	no_resource	['www.facebook.com/arranheritagemuseum', 'en-gb.facebook.com/arranheritagemuseum']	keep	keep				
mm.musa.012	no_resource	no_resource	keep	drop				['www.facebook.com/arsenal', 'en-gb.facebook.com/royalarsenaltours']
mm.musa.015	no_resource	no_resource	keep	keep				
mm.wiki.375	twitter.com/arundelcastle	['www.facebook.com/arundelcastle', 'en-gb.facebook.com/ArundelCastle']	keep	keep				
mm.domus.SE174	['twitter.com/musinarundel']	['www.facebook.com/arundelmuseum', 'en-gb.facebook.com/ArundelMuseum']	keep	keep				
mm.wiki.393	twitter.com/arundells	['www.facebook.com/arundells', 'en-gb.facebook.com/arundells']	keep	keep				
mm.domus.SE515	['twitter.com/ascottestate']	['www.facebook.com/ascotthouse', 'en-gb.facebook.com/ascotthouseandgardens/posts']	keep	keep				
mm.ace.1163	twitter.com/ashmuseum	['www.facebook.com/ashmuseum', 'en-gb.facebook.com/ashmuseum/?hc_location=ufi']	keep	keep				
mm.misc.058	no_resource	en-gb.facebook.com/pages/category/Community/Ashbourne-Heritage-Centre-1116158318443820	keep	keep				
mm.domus.SW157	no_resource	['web.facebook.com/ashburton-museum-236491660047564', 'en-gb.facebook.com/pages/category/Community-Organization/Ashburton-Fire-Museum-409799882553977']	keep	keep				
mm.domus.EM004	['twitter.com/ashbytcouncil', 'twitter.com/ashby_museum']	['www.facebook.com/pages/ashby-de-la-zouch-town-council/463990427018485', 'en-gb.facebook.com/ashbymuseum']	keep	keep				
mm.wiki.121	no_resource	no_resource	keep	keep				
mm.domus.SE248	no_resource	['www.facebook.com/ashfordmuseum', 'en-gb.facebook.com/ashfordmuseum/notes']	keep	keep				
mm.domus.SE388	no_resource	no_resource	drop	drop			twitter.com/ashmoleanmuseum	['www.facebook.com/ashmoleanmuseum', 'en-gb.facebook.com/ashmoleanmuseum/posts/?ref=page_internal']
mm.hha.074	twitter.com/ashridgehouse	en-gb.facebook.com/ashridge.house	keep	keep				
mm.domus.SE173	twitter.com/ashwellmuseum	en-gb.facebook.com/AshwellMuseum	keep	keep				
mm.aim.0036	twitter.com/theassayoffice	['www.facebook.com/anchorcertgroup', 'en-gb.facebook.com/anchorcertgroup']	keep	keep				
mm.domus.NW003	no_resource	no_resource	keep	keep				
mm.domus.NW007	twitter.com/mining_museum	['www.facebook.com/theredrosesteamsocietyltd1']	keep	keep				
mm.domus.NW006	no_resource	en-gb.facebook.com/astleyhallpark/about	keep	keep				
mm.domus.WM065	twitter.com/astonhallmuseum	['www.facebook.com/astonhallmuseum', 'en-gb.facebook.com/AstonHallMuseum']	keep	keep				
mm.aim.0038	twitter.com/amht1	['www.facebook.com/astonmartinheritagetrust', 'en-gb.facebook.com/AstonMartinHeritageTrust']	keep	keep				
mm.hha.042	['www.twitter.com/athelhampton', 'twitter.com/athelhampton']	['www.facebook.com/athelhampton', 'en-gb.facebook.com/Athelhampton']	keep	keep				
mm.domus.SW003	twitter.com/museumathelstan	['www.facebook.com/athelstanmuseum', 'en-gb.facebook.com/athelstanmuseum/about']	keep	keep				
mm.aim.0040	no_resource	en-gb.facebook.com/athollcountrylifemuseum	keep	keep				
mm.wiki.490	twitter.com/athollpalace	['www.facebook.com/athollpalacehotel', 'en-gb.facebook.com/AthollPalaceHotel/posts/?ref=page_internal']	keep	keep				
mm.domus.NW014	twitter.com/atkinsonthe	['www.facebook.com/pages/the-atkinson/376539112436921', 'www.facebook.com/theatkinsonsouthport']	keep	keep				
mm.domus.WM140	twitter.com/attinghamparknt	['www.facebook.com/attinghampark', 'en-gb.facebook.com/AttinghamPark']	keep	keep				
mm.aim.0042	no_resource	['//facebook.com/atwellwilsonmotormuseum', 'en-gb.facebook.com/AtwellWilsonMotorMuseum']	drop	keep			['twitter.com/bbcwiltshire', '//twitter.com/atwellwilson', 'twitter.com/atwellwilson']	
mm.domus.SC032	['twitter.com/auchindrain']	['www.facebook.com/auchindrain.township', 'en-gb.facebook.com/auchindrain.township']	keep	keep				
mm.wiki.093	twitter.com/aucklandproject	['www.facebook.com/aucklandproject', 'en-gb.facebook.com/aucklandproject']	keep	keep				
mm.domus.SE478	twitter.com/ehaudleyend	['www.facebook.com/audleyend', 'en-gb.facebook.com/audleyend?rf=323025214379924']	keep	keep				
mm.New.50	['twitter.com/fermanaghlakes']	['facebook.com/fermanaghlakelands']	keep	keep				
mm.domus.SC071	['www.twitter.com/edlc_leisure']	['www.facebook.com/edlcleisure']	keep	keep				
mm.domus.SC033	no_resource	no_resource	keep	keep				
mm.hha.008	twitter.com/avingtonpark	['www.facebook.com/avingtonpark', 'en-gb.facebook.com/AvingtonParkGolfCourse']	keep	keep				
mm.aim.0044	twitter.com/avrbitton	['www.facebook.com/avrbitton', 'en-gb.facebook.com/AVRbitton']	keep	keep				
mm.domus.WM001	twitter.com/avoncroftmuseum	['www.facebook.com/avoncroftmuseum', 'en-gb.facebook.com/avoncroftmuseum/posts']	keep	keep				
mm.aim.0046	['twitter.com/avro_herimuseum', 'twitter.com/avroherimuseum']	['www.facebook.com/avroheritagemuseum', 'en-gb.facebook.com/avroheritagemuseum']	keep	keep				
mm.domus.SW094	no_resource	no_resource	keep	keep				
mm.domus.SW173	twitter.com/axminstercentre	['www.facebook.com/axminsterheritage', 'en-gb.facebook.com/axminsterheritage/posts']	keep	keep				
mm.domus.NE003	['twitter.com/ilikemuseums']	no_resource	keep	keep				
mm.aim.0049	twitter.com/aylshamheritage	['www.facebook.com/pages/aylsham-heritage-centre/192814934103302', 'en-gb.facebook.com/AylshamHeritage']	keep	keep				
mm.New.90	no_resource	en-gb.facebook.com/AyrshireYeomanryneverbeenbetterserved	keep	keep				
mm.domus.EM013	https://twitter.com/AyscoughfeeHall	no_resource	update	drop	https://twitter.com/AyscoughfeeHall		['twitter.com/shollanddc', 'twitter.com/ayscoughfeehall/status/533631644117520385']	['www.facebook.com/southhollanddcofficial', 'en-gb.facebook.com/ayscoughfee']
mm.musa.022	twitter.com/bachelorclubnts	en-gb.facebook.com/BachelorsClubNTS	keep	keep				
mm.musa.023	twitter.com/bacupnow	['www.facebook.com/groups/bacupnats']	keep	keep				
mm.ace.1086	twitter.com/ntbaddesley	['www.facebook.com/ntbaddesleyclinton']	keep	keep				
mm.domus.YH011	twitter.com/bagshawmuseum?lang=cs	en-gb.facebook.com/BagshawMuseum	keep	keep				
mm.ace.1189	twitter.com/bailiffgatemuse	['www.facebook.com/bailiffgatemuseum', 'en-gb.facebook.com/bailiffgatemuseum']	keep	keep				
mm.domus.SC271	no_resource	no_resource	keep	keep				
mm.aim.0052	['twitter.com/captainbeany']	['www.facebook.com/captainbeany', 'en-gb.facebook.com/bakedbeanmuseumofexcellence']	keep	keep				
mm.domus.EM014	twitter.com/oldhousemuseum	['en-gb.facebook.com/pg/bakewelloldhouse/about', 'en-gb.facebook.com/BakewellOldHouse']	keep	keep				
mm.wiki.206	no_resource	no_resource	keep	keep				
mm.musa.026	no_resource	en-gb.facebook.com/BallanceHouse	keep	keep				
mm.hha.163	twitter.com/ballindallochc	['www.facebook.com/ballindalloch-castle-545331515483437']	keep	keep				
mm.domus.NI025	twitter.com/ballycastlemus	en-gb.facebook.com/BallycastleMuseum	keep	keep				
mm.domus.NI023	no_resource	['www.facebook.com/ballymoneymuseum', 'en-gb.facebook.com/BallymoneyMuseum']	keep	keep				
mm.hha.164	twitter.com/balmoral_castle	en-gb.facebook.com/balmoralcastle	keep	keep				
mm.aim.0054	twitter.com/bamburgh_castle	['www.facebook.com/bamburghcastle', 'en-gb.facebook.com/BamburghCastle']	keep	keep				
mm.New.134	no_resource	no_resource	keep	keep				
mm.domus.SE181	twitter.com/banburymuseum	['www.facebook.com/banbury-museum-448736355158173', 'en-gb.facebook.com/banburymuseum']	keep	keep				
mm.domus.SC028	['twitter.com/banchoryfan', 'twitter.com/AbMuseums/status/887260584898637824']	['www.facebook.com/banchorydistrictinitiative', 'en-gb.facebook.com/BanchoryMuseum']	keep	keep				
mm.wiki.237	['twitter.com/enginemill']	en-gb.facebook.com/BancroftMill/posts/halifax-industrial-museumin-a-recent-announcement-we-have-learned-that-a-recent-/518548141542611	keep	keep				
mm.domus.SC027	twitter.com/whytemuseum	no_resource	keep	keep				
mm.domus.WA102	no_resource	no_resource	drop	drop			['twitter.com/bangoruni']	['www.facebook.com/bangoruniversity', 'en-gb.facebook.com/BangorArtPods']
mm.aim.0057	twitter.com/boemuseum	['www.facebook.com/boemuseum', 'www.facebook.com/bankofengland.co.uk', 'en-gb.facebook.com/boemuseum']	keep	keep				
mm.domus.YH111	twitter.com/bankfieldmuseum	['www.facebook.com/bankfieldmuseum', 'www.facebook.com/487380991301075', 'en-gb.facebook.com/BankfieldMuseum']	keep	keep				
mm.wiki.416	no_resource	no_resource	keep	keep				
mm.ace.1177	no_resource	['www.facebook.com/thebanquetinghouse', 'en-gb.facebook.com/TheBanquetingHouse%20']	keep	keep				
mm.domus.WM015	twitter.com/bantockhouse	['www.facebook.com/bantockhousemuseum', 'en-gb.facebook.com/BantockHouseMuseum']	keep	keep				
mm.aim.0058	twitter.com/barconventyork	['www.facebook.com/barconventyork', 'en-gb.facebook.com/BarConventyork']	keep	keep				
mm.domus.SW178	no_resource	no_resource	keep	keep				
mm.domus.WM082	twitter.com/barberinstitute	en-gb.facebook.com/barberinstitute	keep	keep				
mm.domus.YH030	no_resource	['www.facebook.com/barleyhallyork']	keep	keep				
mm.musa.031	['twitter.com/barleylands', 'twitter.com/barleylandsfarm']	['www.facebook.com/barleylands', 'en-gb.facebook.com/barleylands/?fref=mentions&rf=296515373774022']	keep	keep				
mm.aim82NM.012	no_resource	en-gb.facebook.com/barmouth.lifeboat	keep	keep				
mm.aim.0060	no_resource	no_resource	keep	keep				
mm.nimc.013	no_resource	['www.facebook.com/craigavonmuseumservices', 'en-gb.facebook.com/CraigavonMuseumServices/posts/?ref=page_internal']	keep	keep				
mm.domus.SE004	twitter.com/museumbarnet	en-gb.facebook.com/barnetmuseum/posts	keep	keep				
mm.domus.SC070	no_resource	no_resource	keep	keep				
mm.misc.226	no_resource	no_resource	keep	keep				
mm.mgs.044	no_resource	https://www.facebook.com/barraheritage/	drop	update		https://www.facebook.com/barraheritage/	twitter.com/maggiebarra	['www.facebook.com/guthbharraidh']
mm.misc.227	no_resource	no_resource	keep	keep				
mm.ace.1238	twitter.com/barrowhill41	['www.facebook.com/pages/barrow-hill-roundhouse-railway-centre/103635779717831', 'www.facebook.com/barrowhillroundhouse', 'en-gb.facebook.com/barrowhillroundhouse/?ref=page_internal']	keep	keep				
mm.mald.052	twitter.com/barrywarmuseum	no_resource	keep	keep				
mm.wiki.281	['twitter.com/bartonhouserail', 'twitter.com/BartonHouseRail/status/911576067906916353']	['www.facebook.com/bhrailway']	keep	keep				
mm.domus.SE518	twitter.com/basildonparknt	en-gb.facebook.com/BasildonParkNT	keep	keep				
mm.domus.SE599	twitter.com/basinghouse	['www.facebook.com/historicbasinghouse', 'en-gb.facebook.com/historicbasinghouse']	keep	keep				
mm.wiki.333	twitter.com/willowswetlands	['www.facebook.com/coatesenglishwillow']	keep	keep				
mm.domus.EM015	twitter.com/bassetlawmuseum	['www.facebook.com/bassetlawmuseum', 'en-gb.facebook.com/bassetlawmuseum']	keep	keep				
mm.domus.SE528	twitter.com/batemansnt	['www.facebook.com/batemansnt', 'en-gb.facebook.com/BatemansNT']	keep	keep				
mm.misc.218	twitter.com/bathmedicalmus	['www.facebook.com/bathmedicalmuseum', 'en-gb.facebook.com/bathmedicalmuseum']	keep	keep				
mm.domus.SW005	twitter.com/bathpostmuseum	['www.facebook.com/bathpostalmuseum', 'www.facebook.com/bathpostalmuseum', 'en-gb.facebook.com/thepostalmuseum']	keep	keep				
mm.domus.SW174	twitter.com/brlsi	['www.facebook.com/brlsi']	keep	keep				
mm.domus.YH017	no_resource	en-gb.facebook.com/pages/category/Art-Gallery/batleyart/photos	keep	keep				
mm.domus.SE187	twitter.com/battlemuseum	no_resource	keep	keep				
mm.wiki.150	twitter.com/bofbbunker	['www.facebook.com/11groupopsroom']	keep	keep				
mm.wiki.255	no_resource	no_resource	keep	keep				
mm.musa.035	['twitter.com/battlesbridgesx', 'twitter.com/battlesbridge']	['www.facebook.com/battlesbridge', 'en-gb.facebook.com/Battlesbridge-Motorcycle-Museum-238804716221673']	keep	keep				
mm.aim.0067	twitter.com/bawdseyradar	['www.facebook.com/bawdseyradartrust']	keep	keep				
mm.misc.137	no_resource	['www.facebook.com/the-bay-museum-144941168966307']	keep	keep				
mm.musa.036	no_resource	en-gb.facebook.com/BayleMuseum	keep	keep				
mm.domus.YH033	twitter.com/baysgarthhouse	['www.facebook.com/baysgarthhousemuseum', 'en-gb.facebook.com/events/baysgarth-house/car-boot-sale/133693830500082']	keep	keep				
mm.domus.SW188	twitter.com/beaminstermuseu	['www.facebook.com/beaminster-museum-1497748007153032', 'en-gb.facebook.com/pages/category/Travel-Company/Beaminster-Museum-1497748007153032']	keep	keep				
mm.domus.NE004	twitter.com/beamish_museum	['www.facebook.com/beamishlivingmuseum', 'en-gb.facebook.com/BeamishLivingMuseum']	keep	keep				
mm.domus.SE214	no_resource	no_resource	keep	keep				
mm.domus.NW172	['twitter.com/ntsouthlakes']	['www.facebook.com/beatrixpotternt']	keep	keep				
mm.musa.037	['twitter.com/beaulieu_hants']	['www.facebook.com/nationalmotormuseum']	keep	keep				
mm.domus.WA007	no_resource	no_resource	drop	drop			['twitter.com/visitanglesey']	['www.facebook.com/visitanglesey']
mm.domus.SE418	no_resource	no_resource	keep	keep				
mm.domus.YH034	['twitter.com/beckisle']	['www.facebook.com/pickeringbeckisle', 'en-gb.facebook.com/Beck-Isle-Museum-1530397937181568/?fref=mentions&rf=228128794043931']	keep	keep				
mm.domus.SW004	twitter.com/beckfordstower	['www.facebook.com/beckfordstower', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/beckfordstower/posts']	keep	keep				
mm.domus.YH032	twitter.com/bedalemuseum	en-gb.facebook.com/pages/category/Museum/Bedale-Museum-610186915658966	keep	keep				
