muse_id	musname	town	url	url_source	Unnamed: 5
mm.domus.EM024	Museum of Timekeeping	Newark	https://www.museumoftimekeeping.org.uk/	pred	
mm.aim.0545	Lincolnshire Aviation Heritage Centre	Spilsby	https://www.lincsaviation.co.uk/	pred	
mm.New.124	Jain Museum	Leicester	http://jainmuseum.com/	pred	
mm.ace.1173	"Imperial War Museum, Duxford"	Cambridge	https://www.iwm.org.uk/visits/iwm-duxford	pred	
mm.domus.SE543	Felbrigg Hall	Norwich	https://www.nationaltrust.org.uk/felbrigg-hall-gardens-and-estate	pred	
mm.ace.1160	The Polar Museum	Cambridge	https://www.spri.cam.ac.uk/museum/	pred	
mm.aim.1209	The Thursford Collection	Fakenham	https://www.thursford.com/	pred	
mm.domus.SE427	Moyses Hall Museum	Bury St Edmunds	https://www.moyseshall.org/	pred	
mm.domus.SE102	Museum Of Norwich At The Bridewell	Norwich	https://www.museums.norfolk.gov.uk/museum-of-norwich	manual	
mm.domus.SE131	Peterborough Museum And Art Gallery	Peterborough	https://vivacity.org/art-venues/peterborough-museum-art-gallery/	pred	
mm.domus.SE424	Lowestoft Museum	Lowestoft	https://lowestoftmuseum.org/	pred	
mm.ace.1187	Warner Textile Archive	Braintree	https://www.warnertextilearchive.co.uk/	pred	
mm.domus.SE331	Long Shop Museum	Leiston	https://www.facebook.com/Longshopmuseum/	manual	
mm.domus.SE563	Bressingham Steam Museum	Diss	https://www.bressingham.co.uk/	pred	
mm.domus.SE378	"Museum Of Archaeology And Anthropology, University Of Cambridge"	Cambridge	https://maa.cam.ac.uk/	pred	
mm.wiki.129	Hylands House	Chelmsford	https://hylandsestate.co.uk/	pred	
mm.aim.0218	Colne Valley Railway	Castle Hedingham	https://www.colnevalleyrailway.co.uk/	pred	
mm.domus.SE340	Lowewood Museum	Hoddesdon	https://lowewoodmuseum.com/	pred	
mm.domus.SE505	The Farmland Museum	Waterbeach	https://www.dennyfarmlandmuseum.org.uk/	pred	
mm.domus.SE167	Ipswich Transport Museum	Ipswich	https://www.ipswichtransportmuseum.co.uk/	pred	
mm.domus.SE249	Burnham-on-Crouch and District Museum	Burnham-on-Crouch	http://burnhammuseum.co.uk/	pred	
mm.domus.SE576	Lowestoft Maritime Museum	Lowestoft	http://www.lowestoftmaritimemuseum.co.uk/	pred	
mm.domus.SE061	John Bunyan Museum And Library	Bedford	https://www.bunyanmeeting.co.uk/museum	pred	
mm.domus.SE542	Paycockes House & Garden	Colchester	https://www.nationaltrust.org.uk/paycockes-house-and-garden	manual	
mm.domus.SE135	Swaffham Museum	Swaffham	http://www.swaffhammuseum.co.uk/	manual	
mm.domus.SE328	"Little Hall, Lavenham"	Lavenham	http://www.littlehall.org.uk/	pred	
mm.wiki.352	Sudbury Heritage Centre & Museum	Sudbury	https://sudburyheritagecentre.co.uk/	pred	
mm.aim.0803	Ridgmont Station Heritage Centre	Ridgmont	https://bedsrcc.org.uk/what-we-do/community-transport/rail/ridgmont-station-heritage-centre/	pred	
mm.wiki.500	Buntingford Heritage Centre	Buntingford	http://www.buntingford.com/heritage-centre/	pred	
mm.domus.SE440	Bungay Museum	Bungay	https://suffolkmuseums.org/museums/bungay-museum/	pred	
mm.musa.328	Stansted Mountfitchet Windmill	Stansted	https://www.stanstedwindmill.co.uk/	pred	
mm.musa.120	East Essex Aviation Society And Museum Of The 40s	St. Osyth	http://stosyth.gov.uk/aircraft-museum/	pred	
mm.misc.114	Bottisham Airfield Museum	Bottisham	http://www.bottishamairfieldmuseum.org.uk/	pred	
mm.misc.125	Stow Maries Great War Aerodrome Museum	Purleigh	http://www.stowmaries.org.uk/	pred	
mm.fcm.139	Kelvedon Hatch Secret Nuclear Bunker	Brentwood	https://secretnuclearbunker.com/	pred	
mm.domus.SE137	Charles Burrell Museum	Thetford	https://www.charlesburrellmuseum.org.uk/	manual	
mm.wiki.019	Waterbeach Military Heritage Museum	Cambridge	http://www.waterbeachmilitarymuseum.org.uk/museum_page.html	pred	
mm.hha.074	Ashridge House	Berkhamstead	https://www.ashridgehouse.org.uk/	pred	
mm.wiki.016	Stretham Old Engine	Ely	https://www.strethamoldengine.org.uk/	pred	
mm.wiki.122	Canvey Island Heritage Centre	Canvey Island	https://canveyislandheritagecentre.wordpress.com/	pred	
mm.wiki.289	Sandringham	Sandringham	https://sandringhamestate.co.uk/plan-your-visit/opening-times	manual	
mm.musa.035	Battlesbridge Motorcycle Museum	Battlesbridge	https://www.battlesbridge.com/motorcycle-museum	pred	
mm.aim.0110	Boxted Airfield Museum	Colchester	https://www.boxted-airfield.com/boxted-airfield-museum	pred	
mm.misc.116	Hertforshire Fire Brigade Museum	Watford	https://www.watfordmuseum.org.uk/fire-museum	pred	
mm.domus.SE566	Natural History Museum	London	https://www.nhm.ac.uk/	pred	
mm.ace.1155	V&a Museum Of Childhood	London	http://vam.ac.uk/moc	manual	
mm.aim.0467	Imperial War Museum	London	https://www.iwm.org.uk/	pred	
mm.ace.1222	Kew Palace	London	https://www.hrp.org.uk/kew-palace/	manual	
mm.ace.1100	Eltham Palace	London	https://www.english-heritage.org.uk/visit/places/eltham-palace-and-gardens/	pred	
mm.fcm.148	London Film Museum	London	http://londonfilmmuseum.com/	pred	
mm.ace.399	Greenwich Heritage Centre	London	https://www.greenwichheritage.org/	pred	
mm.domus.SE043	Leighton House Museum	London	https://www.rbkc.gov.uk/subsites/museums/leightonhousemuseum.aspx	pred	
mm.domus.SE447	Household Cavalry Museum	London	http://www.householdcavalrymuseum.co.uk/	manual	
mm.domus.SE582	Dr Johnsons House	London	https://www.drjohnsonshouse.org/	pred	
mm.ace.1101	Library And Museum Freemasonry	London	https://museumfreemasonry.org.uk/	pred	
mm.New.103	Migration Museum	London	https://www.migrationmuseum.org/	pred	
mm.ace.1211	St Bartholomews Hospital Museum	London	https://www.bartshealth.nhs.uk/museums-and-archives	pred	
mm.aim.0818	Royal College Of Physicians Of London Museum	London	https://www.rcplondon.ac.uk/about-us/what-we-do/museum	pred	
mm.domus.SE050	Museum Of Richmond	Richmond-upon-Thames	https://www.museumofrichmond.com/	pred	
mm.ace.036	Museum Of Wimbledon	London	https://wimbledonsociety.org.uk/museum/	pred	
mm.domus.SE052	Grant Museum Of Zoology & Comparative Anatomy	London	https://www.ucl.ac.uk/culture/grant-museum-zoology	pred	
mm.New.11	Shirley Sherwood Gallery	London	https://www.kew.org/kew-gardens/whats-in-the-gardens/shirley-sherwood-gallery-of-botanical-art	pred	
mm.aim.1101	Langdon Down Museum Of Learning Disability	Teddington	https://langdondownmuseum.org.uk/	pred	
mm.aim.0140	British Vintage Wireless And Television Museum	London	https://bvwm.org.uk/	pred	
mm.aim.1215	The Twickenham Museum	Twickenham	http://www.twickenham-museum.org.uk/	pred	
mm.aim.0754	Pollocks Toy Museum	London	http://pollockstoys.com/	pred	
mm.fcm.257	Twinings Museum	London	https://www.twinings.co.uk/about-twinings/flagship-store-london-216-strand	pred	
mm.fcm.231	Smythson Stationery Museum	London	https://www.museumslondon.org/museum/92/smythson-stationery-museum	pred	
mm.aim.0165	Camera Museum	London	https://www.cameramuseum.uk/	pred	
mm.New.118	Museum of the Book	London	https://www.museumofthebook.com/	pred	
mm.domus.SE496	Stephens Collection	London	https://www.stephenshouseandgardens.com/about/the-stephens-collection	pred	
mm.New.48	Elizabeth Garrett Anderson Gallery	London	https://www.egaforwomen.org.uk/gallery.html	manual	
mm.misc.259	Antique Breadboard Museum	London	https://antiquebreadboards.com/	pred	
mm.domus.NE013	Captain Cook Birthplace Museum	Middlesbrough	http://www.captcook-ne.co.uk/ccbm/	manual	
domus.NE043	Morpeth Chantry Bagpipe Museum	Morpeth	https://museumsnorthumberland.org.uk/morpeth-chantry-bagpipe-museum/	pred	
mm.domus.NE016	Vindolanda	Hexham	https://www.vindolanda.com/	manual	
mm.musa.289	Roman Army Museum	Greenhead	https://www.vindolanda.com/roman-army-museum	pred	
mm.domus.NE029	Shipley Art Gallery	Gateshead	https://shipleyartgallery.org.uk/	pred	
mm.domus.NE039	Kings Own Scottish Borderers Regimental Museum	Berwick-upon-Tweed	https://www.kosb.co.uk/museum/	manual	
mm.domus.NE068	Corbridge Roman Site Museum	Corbridge	https://www.english-heritage.org.uk/visit/places/corbridge-roman-town-hadrians-wall/	pred	
mm.ace.1224	Heugh Gun Battery Museum	Hartlepool	http://www.heughbattery.co.uk/	pred	
mm.domus.NE047	Ryhope Engines Museum	Sunderland	http://www.ryhopeengines.org.uk/	pred	
mm.hha.148	Raby Castle	Darlington	https://www.raby.co.uk/raby-castle/	pred	
mm.New.74	Fans Museum	Sunderland	https://fansmuseum.org/	pred	
mm.domus.NW020	Bury Art Museum & Sculpture Centre	Bury	https://buryartmuseum.co.uk/	pred	
mm.domus.NW070	Science and Industry Museum	Manchester	https://www.scienceandindustrymuseum.org.uk/	manual	
mm.domus.NW102	Lady Lever Art Gallery	Wirral	https://www.liverpoolmuseums.org.uk/lady-lever-art-gallery	pred	
mm.domus.NW053	Dove Cottage And The Wordsworth Museum	Grasmere	https://wordsworth.org.uk/	manual	
mm.domus.NW170	Lyme Park	Stockport	https://www.nationaltrust.org.uk/lyme	pred	
mm.musa.191	Lancaster Castle	Castle Parade	https://www.lancastercastle.com/tours-visits/opening-times/	pred	
mm.domus.NW019	Bramall Hall	Stockport	https://www.stockport.gov.uk/bramallhall	pred	
mm.ace.135	Lancaster Maritime Museum	Lancaster	https://www.lancaster.gov.uk/sport-and-leisure/museums/maritime-museum	pred	
mm.domus.NW096	Prescot Museum	Prescot	https://www.prescotmuseum.org.uk/	pred	
mm.ace.1202	Gawthorpe Textiles Collection	Burnley	https://www.gawthorpetextiles.org.uk/	pred	
mm.domus.NW082	Silk Museum & Paradise Mill	Macclesfield	https://macclesfieldmuseums.co.uk/venues/paradise-mill	pred	
mm.domus.NW083	West Park Museum And Art Gallery	Macclesfield	https://macclesfieldmuseums.co.uk/venues/west-park-museum	pred	
mm.ace.1169	Manchester Metropolitan University Special Collections	Manchester	https://www.specialcollections.mmu.ac.uk/	pred	
mm.wiki.055	The Hub Museum	Alston	https://www.thehublimited.co.uk/	pred	
mm.wiki.187	Bury Transport Museum	Bury	http://www.eastlancsrailway.org.uk/plan-your-day-out/bury-transport-museum.aspx	pred	
mm.hha.141	Mirehouse	Keswick	https://www.mirehouse.co.uk/	pred	
mm.domus.NW068	Stretton Watermill	Carden	http://strettonwatermill.westcheshiremuseums.co.uk/	manual	
mm.domus.NW162	Queen Street Mill Textile Museum	Burnley	http://www.lancashire.gov.uk/leisure-and-culture/museums/queen-street-mill-textile-museum/	pred	
mm.domus.NW120	Ruskin Museum	Coniston	https://ruskinmuseum.com/	manual	
mm.aim.1295	Warrington Museum Of Freemasonry	Warrington	https://museum.westlancsfreemasons.org.uk/	pred	
mm.musa.361	Turnpike Gallery	Leigh	https://www.theturnpike.org.uk/	manual	
mm.wiki.274	U-boat Story	Birkenhead	https://www.merseyferries.co.uk/about/u-boat-story/	pred	
mm.hha.142	Muncaster Castle & Gardens	Ravenglass	https://www.muncaster.co.uk/	pred	
mm.aim.1342	Workington Transport Heritage Trust	Workington	https://wtht.co.uk/	pred	
mm.wiki.023	Dewa Roman Experience	Chester	https://www.dewaromanexperience.co.uk/	pred	
mm.aim.0254	Darwen Heritage Centre	Darwen	https://darwenheritagecentre.org.uk/	manual	
mm.aim.1315	Whitworth Heritage Museum	Whitworth	https://www.whitworthhistoricalsociety.org.uk/	manual	
mm.wiki.054	Holker Hall & Gardens	Grange-over-Sands	https://www.holker.co.uk/	pred	
mm.New.12	Windermere Jetty Museum	Windermere	https://www.archdaily.com/913719/windermere-jetty-museum-carmody-groarke	pred	
mm.domus.NI008	North Down Museum	Bangor	https://andculture.org.uk/	pred	
mm.domus.NI003	Fermanagh County Museum	Enniskillen	https://www.enniskillencastle.co.uk/	pred	
mm.domus.NI024	The Argory	Dungannon	https://www.nationaltrust.org.uk/the-argory	pred	
mm.domus.NI023	Ballymoney Museum	Ballymoney	https://www.causewaycoastandglens.gov.uk/see-do/arts_museums/museums-services/ballymoney-museum	pred	
mm.nimc.009	Hezlett House	Coleraine	https://www.nationaltrust.org.uk/downhill-demesne-and-hezlett-house/features/family-history-at-hezlett-house	manual	
mm.nimc.025	Royal Ulster Rifles Museum	Belfast	https://www.royal-irish.com/museums/royal-ulster-rifles-museum	pred	
mm.musa.285	Pogues Entry Historical Cottage	Antrim	https://discovernorthernireland.com/things-to-do/pogues-entry-historical-cottage-p676161	pred	
mm.wiki.424	The Abingdon Collection	Omagh	https://theabingdoncollection.com/	pred	
mm.MDN.021	Inver Museum	Larne	http://invermuseum.com/	manual	
mm.MDN.015	Hillsborough Castle	Hillsborough	https://www.hrp.org.uk/hillsborough-castle/	pred	
mm.wiki.417	Bronte Interpretive Centre	Newry	https://discovernorthernireland.com/things-to-do/bronte-homeland-interpretative-centre-p675251	pred	
mm.misc.237	Benburb Priory Library And Museum	Benburb	http://www.killeeshilclonaneese.org/joomla30/index.php/events/venue/21-benburb-priory-library	pred	
mm.domus.SC285	Modern One	Edinburgh	https://www.nationalgalleries.org/visit/scottish-national-gallery-modern-art	pred	
mm.mgs.281	"Gallery Of Modern Art, Glasgow"	Glasgow	https://www.glasgowlife.org.uk/museums/venues/gallery-of-modern-art-goma	pred	
mm.domus.SC127	Provands Lordship	Glasgow	https://www.glasgowlife.org.uk/museums/venues/provands-lordship	pred	
mm.domus.SC177	Regimental Museum Of The Royal Scots Dragoon Guards	Edinburgh	https://www.scotsdgmuseum.com/	pred	
mm.domus.SC279	National War Museum Of Scotland	Edinburgh	https://www.nms.ac.uk/national-war-museum/	pred	
mm.mgs.348	The Royal Yacht Britannia	Edinburgh	https://www.royalyachtbritannia.co.uk/	pred	
mm.domus.SC062	Campbeltown Museum	Campbeltown	https://www.argyll-bute.gov.uk/museum/campbeltown-museum	pred	
mm.domus.SC257	Low Parks Museum	Hamilton	https://www.slleisureandculture.co.uk/info/203/low_parks_museum	pred	
mm.domus.SC235	Mills Observatory	Dundee	http://www.leisureandculturedundee.com/culture/mills	pred	
mm.domus.SC289	Borders Textile Towerhouse	Hawick	https://www.liveborders.org.uk/culture/museums/our-museums/borders-textile-towerhouse/	pred	
mm.mgs.287	Commendators House Museum	Melrose	https://www.undiscoveredscotland.co.uk/melrose/abbeymuseum/index.html	pred	
mm.domus.SC168	Museum Of Lead Mining	by Biggar	https://www.leadminingmuseum.co.uk/	pred	
mm.domus.SC192	Stirling Smith Art Gallery & Museum	Stirling	https://www.smithartgalleryandmuseum.co.uk/	manual	
mm.domus.SC176	Paxton House	Berwick-upon-Tweed	https://paxtonhouse.co.uk/	pred	
mm.misc.157	St Cecilias Hall Of Musical Instruments	Edinburgh	"https://www.eca.ed.ac.uk/facility/st-cecilias-hall-concert-room-and-music-museum#:~:text=St%20Cecilia''s%20Hall%20is%20a,heart%20of%20Edinburgh''s%20Old%20Town."	pred	
mm.mgs.415	Fossil Grove	Glasgow	https://fossilgroveglasgow.org/	pred	
mm.domus.SC187	Aberdeen Science Centre	Aberdeen	https://aberdeensciencecentre.org/	manual	
mm.mgs.411	Hopetoun House	South Queensferry	https://hopetoun.co.uk/	pred	
mm.domus.SC027	Banff Museum	Banff	http://www.bphsmob.org.uk/pages/museum-of-banff	pred	
mm.domus.SC066	Castle Of St John Visitor Centre	Stranraer	https://www.daysoutscotland.com/dumfries--galloway/museums--galleries/listing/castle-of-st-john-visitor-centre	pred	
mm.domus.SC268	St Ronans Wells Interpretation Centre	Innerleithen	https://whichmuseum.com/scotland/innerleithen/st-ronans-wells-interpretation-centre	pred	
mm.domus.SC309	Blackridge Community Museum	Blackridge	https://www.westlothian.gov.uk/article/44862/Blackridge-Community-Museum	pred	
mm.domus.SC301	Trimontium Museum	Melrose	https://www.trimontium.co.uk/	pred	
mm.mgs.295	Unst Heritage Centre	Unst	http://www.unstheritage.com/web/unst-heritage-centre/	pred	
mm.domus.SC198	Tangwick Haa Museum	Eshaness	https://www.tangwickhaa.org.uk/	pred	
mm.domus.SC250	Museum Of Islay Life	Isle of Islay	https://www.islaymuseum.org/	pred	
mm.domus.SC124	Highland Museum Of Childhood	Strathpeffer	https://highlandmuseumofchildhood.org.uk/	pred	
mm.domus.SC033	Auld Skoll	Fair Isle	no_resource	no_resource	
mm.domus.SC068	Andrew Carnegie Birthplace Museum	Dunfermline	https://www.carnegiebirthplace.com/	pred	
mm.aim.0443	Historylinks Museum	Dornoch	https://www.historylinks.org.uk/	pred	
