museum_id	twitter_id	facebook_pages	new_twitter	new_fb	comment_fb
mm.domus.SW211	twitter.com/ntdyrhampark	['www.facebook.com/dyrhampark']			
mm.domus.EM005	['twitter.com/jeyeseb']	['www.facebook.com/jeyesofearlsbarton', 'en-gb.facebook.com/jeyesearlsbarton.northampton']			
mm.musa.119	twitter.com/essexqm	en-gb.facebook.com/EarlsColneParishCouncil			
mm.wiki.371	no_resource	en-gb.facebook.com/earlswoodhistory			
mm.aim.0292	no_resource	en-gb.facebook.com/easdalemuseum			
mm.domus.SE591	twitter.com/eatransportmus	['www.facebook.com/pages/east-anglia-transport-museum/127169834125027', 'en-gb.facebook.com/EastAngliaTransportMuseum']			
mm.domus.SE442	['twitter.com/earailwaymuseum', 'twitter.com/earailwaymuseum/status/1137056627939373056']	['www.facebook.com/earailwaymuseum']			
mm.aim.0295	no_resource	['www.facebook.com/eastchurchaviationmuseum']			
mm.wiki.501	twitter.com/echcentre	no_resource			
mm.musa.120	no_resource	no_resource			
mm.domus.SE032	twitter.com/eg_museum	['www.facebook.com/egrtm']			
mm.wiki.245	twitter.com/eastmidaeropark	['www.facebook.com/eastmidlandsaeropark', 'www.facebook.com/eastmidlandsaeropark', 'en-gb.facebook.com/eastmidlandsaeropark/about']			
mm.musa.121	no_resource	['www.facebook.com/eastpoolmine', 'en-gb.facebook.com/eastpoolmine/posts']			
mm.domus.YH160	twitter.com/nteastridd	['www.facebook.com/eastriddlesdenhall', 'en-gb.facebook.com/eastriddlesdenhall']			
mm.aim.0300	twitter.com/eastsomersetrly	['www.facebook.com/pg/eastsomersetrailway', 'www.facebook.com/pg/eastsomersetrailway', 'www.facebook.com/eastsomersetrailway', 'www.facebook.com/eastsomersetrailway', 'en-gb.facebook.com/eastsomersetrailway']			
mm.domus.SE463	no_resource	['www.facebook.com/eastsurreymuseum', 'en-gb.facebook.com/pages/category/Community-Museum/EastSurreyMuseum/posts']			
mm.musa.122	no_resource	en-gb.facebook.com/pages/category/History-Museum/Eastbourne-Heritage-Centre-235698599841879			
mm.domus.SE264	twitter.com/eastleighmuseum	['www.facebook.com/eastleigh.museum', 'en-gb.facebook.com/Eastleigh.Museum']			
mm.domus.SE270	no_resource	en-gb.facebook.com/eastneybeamenginehouse			
mm.aim82NM.046	no_resource	['www.facebook.com/eastonfarmpark', 'en-gb.facebook.com/eastonfarmpark']			
mm.aim.0302	twitter.com/evworksmuseum	['www.facebook.com/pages/ebbw-vale-steelworks-museum/488692024480897', 'en-gb.facebook.com/Ebbw-Vale-Works-Museum-488692024480897']			
mm.fcm.090	twitter.com/edencamp	['www.facebook.com/edencamp']			
mm.domus.SE587	twitter.com/edenmuseumkent	['www.facebook.com/edenvalleymuseum', 'en-gb.facebook.com/pages/category/Community-Museum/edenvalleymuseum/posts']			
mm.wiki.472	no_resource	['www.facebook.com/visitedinburghcastle', 'en-gb.facebook.com/visitedinburghcastle']			
mm.mgs.345	twitter.com/eca_edinburgh	['www.facebook.com/eca.edinburgh', 'en-gb.facebook.com/ECA.edinburgh']			
mm.hha.043	no_resource	no_resource			
mm.domus.SE269	twitter.com/eghammuseum	['en-gb.facebook.com/eghammuseum', 'www.facebook.com/eghammuseum', 'en-gb.facebook.com/EghamMuseum']			
mm.domus.WA100	twitter.com/theegyptcentre	en-gb.facebook.com/pages/category/Education/Friends-of-the-Egypt-Centre-117081565014305			
mm.New.143	no_resource	en-gb.facebook.com/FishguardandGoodwickOurHistory			
mm.misc.221	twitter.com/elginmuseum?lang=el	en-gb.facebook.com/Elgin-Museum-167094673345230			
mm.domus.SC126	twitter.com/elginmuseum	['www.facebook.com/elginmuseummoray']			
mm.wiki.223	no_resource	en-gb.facebook.com/ElhamValleyLineTrust.Official/?hc_location=ufi			
mm.aim.0307	['twitter.com/elingexperience', 'twitter.com/ElingExperience/status/1072108463902388230']	['www.facebook.com/elingexperience', 'en-gb.facebook.com/elingexperience']			
mm.domus.SE130	no_resource	no_resource			
mm.New.48	no_resource	no_resource			
mm.wiki.189	twitter.com/gaskellshouse	https://www.facebook.com/ElizabethGaskellsHouse		https://www.facebook.com/ElizabethGaskellsHouse	multiple links
mm.domus.SW226	['twitter.com/mayfairoffice', 'twitter.com/plymouthmuseum/status/1168603286439682049']	no_resource		no_resource	wrong link
mm.domus.SE106	twitter.com/elizabethanhous	['www.facebook.com/elizabethanhousemuseum', 'en-gb.facebook.com/pages/category/History-Museum/elizabethanhous/about']			
mm.domus.NW031	twitter.com/steammuseum	['en-gb.facebook.com/ellenroadenginehouse', 'en-gb.facebook.com/Ellenroadenginehouse']			
mm.aim.1355	twitter.com/sam_elliott82	no_resource			
mm.wiki.467	['twitter.com/burns_ellisland']	['www.facebook.com/ellislandmuseum', 'en-gb.facebook.com/pages/category/Nonprofit-Organization/ellislandfarm/posts']			
mm.musa.126	no_resource	['www.facebook.com/elsecarheritagecentre', 'en-gb.facebook.com/ElsecarHeritageCentre']			
mm.wiki.001	no_resource	no_resource			
mm.aim.0310	['twitter.com/ebwmuseumherts', 'twitter.com/ebwmuseum']	['www.facebook.com/ebwmuseum', 'en-gb.facebook.com/EBWmuseum/posts']			
mm.ace.1100	twitter.com/elthampalace	['www.facebook.com/elthampalace', 'en-gb.facebook.com/elthampalace']			
mm.hha.070	no_resource	['www.facebook.com/eltonhalluk', 'en-gb.facebook.com/thesecretgardeneltonhall']			
mm.domus.SE267	twitter.com/elymuseum	['en-gb.facebook.com/elymuseum', 'en-gb.facebook.com/ElyMuseum']			
mm.domus.YH066	['twitter.com/embsaysteam', 'twitter.com/embsaystation']	['www.facebook.com/embsayrailway', 'en-gb.facebook.com/embsayrailway/posts']			
mm.aim.0314	twitter.com/emerywalker_org	['www.facebook.com/emerywalkertrust', 'en-gb.facebook.com/EmeryWalkerTrust']			
mm.domus.SE460	twitter.com/emsworthmuseum	no_resource			
mm.ace.045	twitter.com/museumofenfield	['www.facebook.com/thedugdale', 'www.facebook.com/museumofenfield', 'en-gb.facebook.com/thedugdale']			
mm.misc.108	['twitter.com/enginuity_org']	['www.facebook.com/enginuityorg']			
mm.domus.NW150	['twitter.com/methodistherit']	['www.facebook.com/methodistheritage', 'en-gb.facebook.com/pages/category/Methodist-Church/EngleseaBrookChapel/about']			
mm.domus.SE265	['twitter.com/visitef', 'twitter.com/efdmuseum']	['www.facebook.com/visiteppingforest', 'en-gb.facebook.com/efdmuseum']			
mm.ace.1114	twitter.com/epworthold	['www.facebook.com/homeofthewesleys']		['www.facebook.com/homeofthewesleys']	active
mm.ace.1145	twitter.com/erasmusdarwin	en-gb.facebook.com/erasmusdarwinhouse			
mm.domus.WA078	['www.twitter.com/erddignt', 'twitter.com/erddignt']	['www.facebook.com/erddignt', 'en-gb.facebook.com/ErddigNT']			
mm.domus.EM037	twitter.com/erewash_museum	en-gb.facebook.com/ErewashMuseum			
mm.domus.SE190	['twitter.com/exchangeerith']	['www.facebook.com/exchangeerith']			
mm.ace.1250	no_resource	no_resource			
mm.ace.1120	no_resource	no_resource			
mm.domus.SE271	twitter.com/chelmsmuseum	en-gb.facebook.com/TheEssexRegimentMuseum			
mm.misc.057	['twitter.com/eton_nhm', 'www.twitter.com/georgefussey', 'www.twitter.com/wildet', 'www.twitter.com/eton_college', 'www.twitter.com/etoncollections', 'www.twitter.com/etoncollmuseums', 'www.twitter.com/wildetonw', 'www.twitter.com/etoncollfriends', 'twitter.com/etoncollmuseums']	no_resource			
mm.domus.WM062	twitter.com/etruriamuseum	en-gb.facebook.com/EtruriaMuseum			
mm.hha.080	no_resource	no_resource			
mm.New.19	no_resource	no_resource			
mm.musa.129	no_resource	no_resource			
mm.domus.SW044	twitter.com/exmouthm	['www.facebook.com/sheppardsrow']			
mm.musa.130	twitter.com/ebmuseum	['www.facebook.com/experiencebarnsley', 'en-gb.facebook.com/ExperienceBarnsley']			
mm.ace.1153	twitter.com/explosionmuseum	en-gb.facebook.com/explosionmuseum			
mm.domus.EM012	twitter.com/eyammuseum	no_resource			
mm.domus.SC111	twitter.com/eyemouthmuseum	['www.facebook.com/pages/eyemouth-museum/178609882255274', 'en-gb.facebook.com/EyemouthMuseum']			
mm.nimc.026	twitter.com/fegallery	en-gb.facebook.com/femcwilliamgallery		en-gb.facebook.com/femcwilliamgallery	active
mm.domus.YH064	twitter.com/fairfax_house	['www.facebook.com/fairfax-house-407722452748884']			
mm.domus.SW161	twitter.com/1811fairlynch	['www.facebook.com/fairlynch', 'en-gb.facebook.com/Fairlynch']			
mm.domus.SE126	twitter.com/fakenhammuseum	['www.facebook.com/fakenhammuseum', 'en-gb.facebook.com/FakenhamMuseum']			
mm.domus.SC236	twitter.com/falconermuseum	['www.facebook.com/thefalconermuseum']			
mm.domus.SW018	twitter.com/falmouthartgall	['www.facebook.com/87637917785/posts/10160707123607786', 'en-gb.facebook.com/FalmouthArtGallery']			
mm.New.74	['twitter.com/fansmuseum', 'twitter.com/safcmuseum']	en-gb.facebook.com/FansMuseum		en-gb.facebook.com/FansMuseum	multiple links
mm.MDN.035	['twitter.com/lstmnews', 'twitter.com/cofepow']	['www.facebook.com/lstm-90559182297']			
mm.domus.SE125	no_resource	no_resource			
mm.musa.132	no_resource	en-gb.facebook.com/farleighhungerfordcastle			
mm.wiki.110	twitter.com/farleyshg	['en-gb.facebook.com/farleyshg', 'en-gb.facebook.com/FarleysHG']			
mm.ace.1259	twitter.com/fastmuseum	no_resource			
mm.wiki.157	twitter.com/fashiontextile	['www.facebook.com/fashionandtextilemuseum', 'en-gb.facebook.com/pages/category/Art-Museum/London-Fashion-and-Textile-Museum-1725541697685514']			
mm.domus.SW052	twitter.com/fashion_museum	['facebook.com/fashionmuseum', 'en-gb.facebook.com/FashionMuseum']			
mm.musa.135	twitter.com/feeringparish	en-gb.facebook.com/Feering-and-Kelvedon-Local-History-Museum-220173101477439/posts			
mm.domus.SE543	twitter.com/felbrigghallnt	['www.facebook.com/felbrigghallnt', 'en-gb.facebook.com/felbrigghallnt']			
mm.ace.1143	no_resource	en-gb.facebook.com/FelixstoweMuseum			
mm.musa.136	no_resource	['www.facebook.com/fenlandaviationmuseum']			
mm.domus.SE521	twitter.com/ntfentonhouse	['www.facebook.com/national-trust-fenton-house-152948658102106', 'en-gb.facebook.com/NTFentonHouse']			
mm.domus.YH134	twitter.com/hullferens	no_resource			
mm.wiki.213	twitter.com/kylieaferguson	no_resource			
mm.domus.SC117	no_resource	en-gb.facebook.com/FergussonGallery			
mm.domus.NI003	twitter.com/ecmfcm	['www.facebook.com/pages/enniskillen-castle-fermanagh-county-museum/377250212385221']		['www.facebook.com/pages/enniskillen-castle-fermanagh-county-museum/377250212385221']	active
mm.New.137	no_resource	no_resource			
mm.domus.SC298	no_resource	no_resource			
mm.New.100	['twitter.com/f_w_records']	['www.facebook.com/forceswarrecords']			
mm.domus.SC112	no_resource	en-gb.facebook.com/fifefolkmuseum/posts/?ref=page_internal			
mm.aim.0335	no_resource	no_resource			
mm.aim.0336	no_resource	['www.facebook.com/fileyhistory']			
mm.domus.SW047	['twitter.com/finchfoundrynt']	['www.facebook.com/pages/national-trust-dartmoor/163955961320']			
mm.wiki.124	twitter.com/finch_guildhall	en-gb.facebook.com/finchguildhall			
mm.wiki.485	no_resource	['www.facebook.com/findhorn-village-heritage-931815083517110']			
mm.mgs.392	['twitter.com/finlaystonepark']	['www.facebook.com/pages/finlaystone-country-estate/194669050569212']			
mm.aim.0340	twitter.com/firingline	['www.facebook.com/firinglinemuseum', 'en-gb.facebook.com/FiringLineMuseum/posts']			
mm.hha.022	twitter.com/firleplace	['www.facebook.com/firleplacesussex', 'en-gb.facebook.com/firleplacesussex']			
mm.domus.SE588	no_resource	no_resource			
mm.New.14	no_resource	no_resource			
mm.domus.SE099	no_resource	no_resource			
mm.fcm.098	twitter.com/sheringhmmuseum	no_resource			
mm.domus.YH161	twitter.com/grimsbyfishing	['www.facebook.com/fishingheritagecentregrimsby', 'en-gb.facebook.com/FishingHeritageCentreGrimsby']			
mm.domus.SE375	twitter.com/fitzmuseum_uk	['facebook.com/fitzwilliammuseum', 'en-gb.facebook.com/fitzwilliammuseum']			
mm.aim.0342	['twitter.com/vivacitypboro', 'twitter.com/Flag_Fen']	['en-gb.facebook.com/vivacitypeterborough', 'en-gb.facebook.com/flagfen/about']			
mm.musa.138	twitter.com/flambardsuk	['www.facebook.com/flambardsuk', 'en-gb.facebook.com/FlambardsUK/wall?filter=2']			
mm.wiki.100	['twitter.com/trinityhouse_uk']	['www.facebook.com/trinityhouseuk', 'en-gb.facebook.com/flamborough.rnli/posts/?ref=page_internal']			
mm.domus.NI035	twitter.com/flamegasworks	en-gb.facebook.com/events/flame-gasworks-museum/gasworks-traditional-irish-music-session-live/193595814764701			
mm.domus.SW118	['twitter.com/fleetairarmmus']	['www.facebook.com/faamuseum']			
mm.domus.NW043	twitter.com/fleetwoodmuseum	['www.facebook.com/pages/category/museum/fleetwood-museum-trust-friends-1013816528668977', 'en-gb.facebook.com/pages/category/Museum/Fleetwood-Museum-Trust-Friends-1013816528668977']			
mm.domus.SE289	['twitter.com/favershamsoc', 'twitter.com/fleurlearning']	['www.facebook.com/favershamsoc']			
mm.domus.EM097	no_resource	no_resource			
mm.hha.154	twitter.com/floorscastle	['www.facebook.com/floorscastleroxburghe', 'en-gb.facebook.com/FloorsCastleRoxburghe']			
mm.domus.NI029	no_resource	['www.facebook.com/nationaltrustfermanagh']			
mm.domus.SE021	twitter.com/florencemuseum	['www.facebook.com/florencenightingalemuseum', 'en-gb.facebook.com/florencenightingalemuseum']			
mm.wiki.111	no_resource	no_resource			
mm.fcm.100	no_resource	['www.facebook.com/fochabersheritage', 'www.facebook.com/fochabersheritage']			
mm.domus.SE077	twitter.com/folkestonemus	['www.facebook.com/folkestone-museum-1718201028404296', 'en-gb.facebook.com/folkestonemuseum']			
mm.hha.187	twitter.com/fonmoncastle	['www.facebook.com/fonmoncastle', 'en-gb.facebook.com/FonmonCastle?ref=stream&viewer_id=0']			
mm.domus.SE288	https://twitter.com/foxtalbotmuseum	no_resource			
mm.domus.WM061	['twitter.com/fordgreenhall']	['www.facebook.com/fordgreenhall', 'en-gb.facebook.com/fordgreenhall']			
mm.hha.044	['twitter.com/fordeabbey']	['www.facebook.com/fordeabbeyandgardens', 'en-gb.facebook.com/FordeAbbeyandGardens']			
mm.ace.1157	no_resource	en-gb.facebook.com/pages/category/Community-Museum/Fordingbridge.museum/posts			
mm.mgs.292	no_resource	no_resource			
mm.musa.140	no_resource	['https://www.facebook.com/Foresters-Heritage-Trust-1694453993970202']			
mm.domus.WM003	no_resource	['www.facebook.com/forge-mill-needle-museum-bordesley-abbey-visitor-centre-161529630538380', 'en-gb.facebook.com/Forge-Mill-Needle-Museum-Bordesley-Abbey-Visitor-Centre-161529630538380']			
mm.aim.0350	twitter.com/fakenhammuseum	en-gb.facebook.com/forncettindustrialsteammuseum			
mm.aim.0351	twitter.com/fortamherstuk	['www.facebook.com/fortamherstuk', 'en-gb.facebook.com/fortamherstuk']			
mm.ace.1233	no_resource	no_resource			
mm.misc.222	no_resource	no_resource			
mm.domus.SE438	no_resource	no_resource			
mm.mgs.415	no_resource	no_resource			
mm.fcm.102	no_resource	['/facebook.com/squareandcompasspub']			
mm.New.106	no_resource	no_resource			
mm.wiki.031	no_resource	no_resource			
mm.ace.1142	no_resource	no_resource			
mm.domus.WM053	twitter.com/foxfieldrailway	['www.facebook.com/foxfieldrailway', 'en-gb.facebook.com/FoxfieldRailway?hc_location=timeline']			
mm.mgs.394	no_resource	en-gb.facebook.com/FraserburghHeritageCentre			
mm.aim.0353	no_resource	no_resource			
mm.misc.029	['twitter.com/jjfoxcigars']	['www.facebook.com/jamesjfoxcigars']			
mm.ace.1124	no_resource	en-gb.facebook.com/Frenchay-Village-Museum-385410701557082			
mm.domus.SE274	['twitter.com/freudmuslondon']	['www.facebook.com/freudmuseum', 'www.facebook.com/freud-museum-london-75411869774', 'en-gb.facebook.com/FreudMuseum']			
mm.domus.SC113	twitter.com/hmsunicornship	['www.facebook.com/hmsunicorn', 'en-gb.facebook.com/HMSUnicorn']			
mm.wiki.126	no_resource	['www.facebook.com/frinton-walton-heritage-trust-200383990002026']			
mm.domus.SW246	twitter.com/fromemuseum	['www.facebook.com/fromemuseum', 'en-gb.facebook.com/fromemuseum/posts']			
mm.domus.SE273	twitter.com/fryartgallery	['www.facebook.com/the-fry-art-gallery-141755859236188', 'en-gb.facebook.com/The-Fry-Art-Gallery-141755859236188/reviews/?referrer=page_recommendations_see_all']			
mm.domus.SE047	twitter.com/fulham_palace	['www.facebook.com/fulhampalacetrust', 'en-gb.facebook.com/fulhampalacetrust']			
mm.domus.NW168	no_resource	['www.facebook.com/furnessabbey', 'en-gb.facebook.com/FurnessAbbey']			
mm.hha.036	twitter.com/fursdondevon	['www.facebook.com/fursdondevon', 'en-gb.facebook.com/FursdonKnapper/posts/fursdon-knapper-solicitors-facebook-christmas-hamper-competitionpixie-our-office/1433949060058161']			
mm.New.93	twitter.com/fusilierslondon	['www.facebook.com/thefusiliermuseumlondon']			
mm.domus.NE021	no_resource	no_resource			
mm.wiki.240	no_resource	https://www.facebook.com/FriendsOfTheLythamStAnnesArtCollection/			
mm.domus.SC045	no_resource	['www.facebook.com/fyviecastle', 'en-gb.facebook.com/FyvieCastle']			
mm.domus.EM031	twitter.com/gainsoldhall	en-gb.facebook.com/gainsborougholdhall/posts			
mm.domus.SE281	twitter.com/gh_sudbury	['www.facebook.com/pages/gainsborough-house/114494511974833']			
mm.domus.SC230	twitter.com/gairlochmuseum	['www.facebook.com/gairlochmuseum', 'en-gb.facebook.com/gairlochheritagemuseum/posts']			
mm.mgs.281	twitter.com/glasgowgoma	['www.facebook.com/galleryofmodernart.glasgowmuseums', 'en-gb.facebook.com/GalleryofModernArt.GlasgowMuseums']			
mm.domus.NW078	twitter.com/galleryoldham	['www.facebook.com/pages/gallery-oldham/134747299870445', 'en-gb.facebook.com/pages/category/Museum/Gallery-Oldham-134747299870445/posts']			
mm.musa.141	no_resource	en-gb.facebook.com/events/friends-of-galton-valley-canal-museum/galton-valley-pumping-station-open-day/2028364264069792			
mm.ace.1295	twitter.com/gc_collection	['www.facebook.com/gardencitycollection', 'en-gb.facebook.com/gardencitycollection']			
mm.mgs.377	no_resource	en-gb.facebook.com/GariochHeritage			
mm.domus.NW147	twitter.com/garstangmuseum	['www.facebook.com/pages/garstang-museum-of-archaeology/119121978129762', 'www.facebook.com/universityofliverpool', 'en-gb.facebook.com/GarstangMuseum']			
mm.nimc.036	twitter.com/thebcrc	en-gb.facebook.com/garvaghmuseum			
mm.wiki.357	no_resource	['en-gb.facebook.com/gatwickaviationmuseum', 'en-gb.facebook.com/GatwickAviationMuseum/posts/?ref=page_internal']			
mm.wiki.024	twitter.com/gawsworthhall	['www.facebook.com/gawsworthhall', 'en-gb.facebook.com/events/gawsworth-hall/gawsworth-hall/523428091059402']			
mm.misc.143	twitter.com/gawthorpe_hall	en-gb.facebook.com/gawthorpehall/photos/looking-for-fun-days-out-this-half-term-come-and-join-ussunday-29-october-pumpki/1822600341364571			
mm.ace.1202	twitter.com/rbks_textiles	['facebook.com/gawthorpetextiles', 'en-gb.facebook.com/events/gawthorpe-textiles-collection-at-gawthorpe-hall/meet-the-artists-textilia-3/2310545065899731']			
mm.wiki.258	['twitter.com/visitlincscoast']	['facebook.com/visitlincscoast']			
mm.domus.SW227	['twitter.com/geevormuseum']	['facebook.com/geevor-tin-mine-museum-47280110179', 'en-gb.facebook.com/Geevor-Tin-Mine-Museum-47280110179']			
mm.domus.SE022	twitter.com/museumofthehome	['www.facebook.com/museumofthehome']			
mm.wiki.193	no_resource	en-gb.facebook.com/GenesisExpo.CSM			
mm.domus.WM142	['www.twitter.com/gmmedicalmuseum', 'twitter.com/infirmaryworc', 'twitter.com/gmmedicalmuseum']	['www.facebook.com/themedicalmuseum', 'www.facebook.com/theinfirmaryworcester', 'en-gb.facebook.com/TheMedicalMuseum']			
mm.domus.NE075	no_resource	no_resource			
mm.New.97	no_resource	no_resource			
mm.domus.SW011	['twitter.com/jkgeddes', 'twitter.com/housegeorgian']	no_resource			
mm.domus.YH065	['twitter.com/richmondonline', 'twitter.com/richmondyorks', 'twitter.com/thegtroyal']	['www.facebook.com/richmondyorks', 'en-gb.facebook.com/georgiantheatreroyal/?hc_location=ufi']			
mm.aim.0370	no_resource	en-gb.facebook.com/germanoccupationmuseum			
mm.wiki.032	twitter.com/sjsmheritage	no_resource			
mm.fcm.107	no_resource	no_resource			
mm.wiki.127	['www.twitter.com/gibberdgallery2']	['www.facebook.com/thegibberdgallery', 'en-gb.facebook.com/TheGibberdGallery/photos/harlow-art-trust-is-hiring-we-are-looking-for-an-enthusiastic-project-coordinato/2061103613901039']			
mm.domus.SE396	twitter.com/gilbertwhites	https://www.facebook.com/GilbertWhiteHouseandGardens		https://www.facebook.com/GilbertWhiteHouseandGardens	wrong link
mm.domus.SW063	twitter.com/remuseum	no_resource			
mm.domus.WM054	twitter.com/gladstonemuseum	['www.facebook.com/gladstonepotterymuseum', 'en-gb.facebook.com/gladstonepotterymuseum']			
mm.hha.173	twitter.com/glamiscastle	['www.facebook.com/glamis.castle', 'www.facebook.com/glamis.castle', 'en-gb.facebook.com/glamis.castle']			
mm.musa.142	no_resource	no_resource			
mm.New.64	twitter.com/gmrcnitshill	['www.facebook.com/gmrc.glasgowmuseums', 'en-gb.facebook.com/GMRC.GlasgowMuseums']			
mm.aim.0373	twitter.com/glapolicemuseum	no_resource			
mm.domus.SC318	twitter.com/gsofa	['www.facebook.com/glasgowschoolofart', 'en-gb.facebook.com/glasgowschoolofartshop']			
mm.mgs.314	twitter.com/womenslibrary	['www.facebook.com/womenslibrary', 'en-gb.facebook.com/womenslibrary']			
mm.domus.SW064	twitter.com/glastonburyabbe	['www.facebook.com/glastonburyabbeysomerset', 'en-gb.facebook.com/GlastonburyAbbeySomerset']			
mm.wiki.327	no_resource	no_resource			
mm.hha.192	twitter.com/glenarmcastle	['www.facebook.com/glenarm-castle-129784387065070', 'en-gb.facebook.com/GlenarmCastle']			
mm.domus.SC270	['twitter.com/glencoe_museum']	['www.facebook.com/glencoefolkmuseum', 'en-gb.facebook.com/GlencoeFolkMuseum']			
mm.aim82M.015	no_resource	no_resource			
mm.domus.SC114	twitter.com/gleneskretreat	no_resource			
mm.domus.SC115	no_resource	['www.facebook.com/glenfinnan-station-museum-349014755170700', 'www.facebook.com/pages/glenfinnan-station-museum/349014755170700']			
mm.hha.081	twitter.com/glemhamhall	['www.facebook.com/glemhamevents', 'en-gb.facebook.com/Glemhamevents']			
mm.misc.115	['twitter.com/experiencebeds']	['www.facebook.com/experiencebedfordshire']			
mm.aim.0378	twitter.com/glenside_museum	['www.facebook.com/glensidehospitalmuseum/videos/1149600101757572', 'facebook.com/glensidehospitalmuseum', 'en-gb.facebook.com/glensidehospitalmuseum']			
mm.domus.SW066	no_resource	https://www.facebook.com/TheFolkofGloucester			
mm.domus.SW079	twitter.com/gloswaterways	['www.facebook.com/nationalwaterwaysmuseumgloucester', 'en-gb.facebook.com/NationalWaterwaysMuseumGloucester']			
mm.musa.145	twitter.com/gwsr	['www.facebook.com/gloucestershirewarwickshirerailway', 'en-gb.facebook.com/gloucestershirewarwickshirerailway/?rf=773914605966953']			
mm.hha.023	twitter.com/glyndeplace	['www.facebook.com/glyndeplace']			
mm.domus.WA034	twitter.com/glynnvivian	['www.facebook.com/glynnvivian', 'en-gb.facebook.com/GlynnVivian']			
mm.domus.SE282	no_resource	en-gb.facebook.com/GodalmingMuseum			
mm.MDN.008	['twitter.com/goddardspiemash', 'twitter.com/ntgoddards']	['www.facebook.com/goddardsatgreenwich', 'www.facebook.com/goddardsatgreenwich', 'en-gb.facebook.com/NTGoddards']			
mm.hha.013	twitter.com/godinton	en-gb.facebook.com/godinton			
mm.domus.SW117	['twitter.com/sanddhs', 'twitter.com/goldhillmuseum']	['facebook.com/goldhillmuseum2015']			
mm.aim.1063	twitter.com/goldenhinde_	en-gb.facebook.com/goldenhindese1			
mm.wiki.083	twitter.com/goldenhindship	['facebook.com/brixhamgoldenhind']			
mm.aim82M.017	no_resource	['www.facebook.com/home.php#/group.php']			
mm.hha.024	twitter.com/goodwood_estate	['www.facebook.com/goodwood-estate-191255834248488', 'en-gb.facebook.com/GoodwoodEstate/about']			
mm.domus.YH063	['twitter.com/eridinglma']	['www.facebook.com/eridinglma', 'en-gb.facebook.com/GooleArtSociety']			
mm.fcm.109	no_resource	no_resource			
mm.domus.SC116	twitter.com/ghmuseum	['www.facebook.com/thegordonhighlandersmuseum', 'en-gb.facebook.com/thegordonhighlandersmuseum/posts']			
mm.aim.0382	twitter.com/grussellmuseum	no_resource			
mm.hha.075	no_resource	no_resource			
mm.hha.159	twitter.com/gosfordhouse	no_resource			
mm.domus.SE295	twitter.com/gosportdc	['www.facebook.com/gosportdiscoverycentre', 'en-gb.facebook.com/GosportDiscoveryCentre']			
mm.misc.220	no_resource	no_resource			
mm.mald.055	twitter.com/gowerheritage	en-gb.facebook.com/GowerHeritageCentre/photos			
mm.domus.SC118	twitter.com/gracefieldarts	en-gb.facebook.com/GracefieldArts			
mm.New.149	no_resource	no_resource			
mm.domus.SC119	twitter.com/transportmuseum	['www.facebook.com/grampiantransportmuseum', 'en-gb.facebook.com/GrampianTransportMuseum']			
mm.ace.1296	no_resource	['www.facebook.com/pages/grampound-with-creed-heritage-centre/837017999693502', 'en-gb.facebook.com/GrampoundWithCreedParishCouncil']			
mm.wiki.112	['twitter.com/love_brighton']	['www.facebook.com/pages/love-brighton/123694500990916', 'www.facebook.com/the-grange-tea-garden-584767682206110']			wrong link
mm.domus.SC087	no_resource	no_resource			
mm.domus.SE052	['twitter.com/grantmuseum', 'twitter.com/GrantMuseum/status/1193834871703113728']	['www.facebook.com/grantmuseumucl', 'en-gb.facebook.com/GrantMuseumUCL']			
mm.domus.EM029	twitter.com/granthammuseum	en-gb.facebook.com/GrantMuseum			
mm.domus.SC121	https://twitter.com/GuernseyMuseums	http://www.facebook.com/guernseymuseums			
mm.domus.YH143	no_resource	no_resource			
mm.domus.YH026	no_resource	en-gb.facebook.com/GravesGallerySheffield			
mm.wiki.225	['twitter.com/visitseengland']	['www.facebook.com/visitsoutheastengland']			
mm.wiki.128	no_resource	no_resource			
mm.musa.270	twitter.com/gcrnottingham	['www.facebook.com/gcrnottingham', 'www.facebook.com/gcrnottingham', 'en-gb.facebook.com/GcrNottingham/events']			
mm.wiki.248	['twitter.com/gcrgreat']	['www.facebook.com/gcrofficial']			
mm.domus.SW212	twitter.com/chalfieldgarden	en-gb.facebook.com/events/great-chalfield-manor/food-fair-great-chalfield-manor/1055294647922475			
mm.hha.025	['twitter.com/great dixter', 'twitter.com/greatdixter']	['www.facebook.com/greatdixter', 'en-gb.facebook.com/greatdixter']			
mm.aim.0389	no_resource	no_resource			
mm.domus.NE057	twitter.com/gnm_hancock	['www.facebook.com/greatnorthmuseum', 'www.facebook.com/greatnorthmuseum', 'en-gb.facebook.com/greatnorthmuseum']			
mm.musa.149	twitter.com/grtormetramway	['facebook.com/greatormetramway', 'en-gb.facebook.com/GreatOrmeTramway']			
mm.aim.0393	twitter.com/Fireground999	https://www.facebook.com/FiregroundRochdale		https://www.facebook.com/FiregroundRochdale	corrected
mm.domus.NW056	['www.twitter.com/gmpmuseum', 'twitter.com/gmpmuseum']	['www.facebook.com/gmpmuseum', 'en-gb.facebook.com/GMPMuseum']			
mm.New.163	no_resource	['www.facebook.com/greekorthodoxcathedrallondon']		['www.facebook.com/greekorthodoxcathedrallondon']	joint
mm.domus.WA070	twitter.com/greenfieldvally	['www.facebook.com/heritageholywell']			
