museum_id	twitter_id	facebook_pages	new_twitter	new_fb	comment_fb
mm.misc.145	['twitter.com/paisleyis']	['www.facebook.com/johnstonemuseum', 'www.facebook.com/paisleyis', 'en-gb.facebook.com/johnstonemuseum']			
mm.aim.0448	['www.twitter.com/jordansmill', 'twitter.com/jordansmill/status/1002595642462519296']	['www.facebook.com/jordansmill']			
mm.domus.YH029	twitter.com/jorvikviking	['www.facebook.com/jorvikyork', 'en-gb.facebook.com/JorvikYork']			
mm.domus.WA039	['www.twitter.com/visitmerthyr']	['www.facebook.com/visitmerthyr', 'www.facebook.com/cyfarthfa']			
mm.domus.WM147	['twitter.com/judgeslodging', 'twitter.com/judgeslodging/status/602054820187545602']	['www.facebook.com/thejudgeslodging']			
mm.domus.NW040	twitter.com/fo_jll	no_resource			
mm.mald.066	no_resource	no_resource			
mm.domus.SE041	twitter.com/keatshouse	en-gb.facebook.com/keatshousemuseum/posts/we-are-recruiting-enthusiastic-people-to-join-our-friendly-volunteer-team-we-cur/479303255478432			
mm.domus.EM087	['twitter.com/kedlestonnt', 'twitter.com/search?q=%23kedleston&lang=fr']	['en-gb.facebook.com/kedlestonnt', 'en-gb.facebook.com/KedlestonNT']			
mm.MDN.026	twitter.com/artskeele	['www.facebook.com/artskeele', 'www.facebook.com/keeleuniversity']			
mm.domus.SW039	twitter.com/thekeepmuseum	['www.facebook.com/keepmilitarymuseum', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/keepmilitarymuseum/photos']			
mm.domus.EM040	['//twitter.com/share']	en-gb.facebook.com/pages/category/Pub/Crane-Wells-Kegworth-2382381518755391			
mm.aim.0496	no_resource	en-gb.facebook.com/keighleybusmuseum			
mm.hha.178	no_resource	no_resource			
mm.domus.YH021	twitter.com/kelhamisland	['www.facebook.com/kelhamislandmuseum', 'en-gb.facebook.com/kelhamislandmuseum']			
mm.misc.230	no_resource	['www.facebook.com/kelliecastlegarden', 'en-gb.facebook.com/KellieCastleGarden']			
mm.ace.1293	twitter.com/kelmarshhall	['www.facebook.com/kelmarshhall', 'en-gb.facebook.com/KelmarshHall']			
mm.domus.SE423	['twitter.com/wmmorrissocuk']	['www.facebook.com/pages/william-morris-society-at-kelmscott-house/116765775063590', 'en-gb.facebook.com/TheWilliamMorrisSociety']			
mm.domus.SE161	['twitter.com/socantiquaries', 'twitter.com/kelmscottmanor']	['www.facebook.com/societyofantiquariesoflondon']			
mm.fcm.139	twitter.com/khsnb	['www.facebook.com/pages/kelvedon-hatch-secret-nuclear-bunker/103282056392501', 'en-gb.facebook.com/secretnuclearbunker']			
mm.New.60	['twitter.com/kelvinhall_hull', 'twitter.com/kelvinhall16']	en-gb.facebook.com/KelvinHallGlasgow			
mm.domus.SC031	twitter.com/kelvingroveart	['www.facebook.com/kelvingrove.glasgowmuseums']			
mm.musa.188	no_resource	['www.facebook.com/pages/friends-of-kempton-steam-museum/113534975324282', 'en-gb.facebook.com/www.kemptonsteam.org']			
mm.domus.NE083	https://twitter.com/TheTestingWorks	no_resource			
mm.domus.NW023	twitter.com/kendalmuseum	['www.facebook.com/kendalmuseum', 'facebook.com/kendalmuseum', 'en-gb.facebook.com/KendalMuseum']			
mm.wiki.364	no_resource	en-gb.facebook.com/khaskenilworth			
mm.wiki.164	no_resource	no_resource			
mm.domus.SW114	['twitter.com/kacanaltrust', 'twitter.com/kactreading']	['www.facebook.com/canalboattrips']			
mm.ace.1150	no_resource	['www.facebook.com/kensingtonpalace', 'en-gb.facebook.com/kensingtonpalace/?ref=page_internal']			
mm.domus.SE320	no_resource	['www.facebook.com/ksymuseum']			
mm.musa.189	no_resource	no_resource			
mm.aim.0503	no_resource	['www.facebook.com/groups/776593105701810', 'en-gb.facebook.com/kentfirefightingmuseum']			
mm.domus.SE451	['twitter.com/kent_life', 'twitter.com/kent_life']	['www.facebook.com/kentlifefamilyfun', 'en-gb.facebook.com/KentLifeWeddings']			
mm.ace.1158	twitter.com/kentmasonmuseum	['www.facebook.com/kentmuseumoffreemasonry', 'en-gb.facebook.com/kentmuseumoffreemasonry']			
mm.misc.232	twitter.com/kent_momi	['www.facebook.com/kentmomi']			
mm.domus.SE483	no_resource	no_resource			
mm.hha.082	['www.twitter.com/kentwellhall', 'twitter.com/KentwellHall/status/912581946743689218']	['www.facebook.com/kentwellhall', 'en-gb.facebook.com/KentwellHall/posts/?ref=page_internal']			
mm.domus.NW088	twitter.com/keswickmuseum	['facebook.com/keswickmuseum', 'en-gb.facebook.com/keswickmuseum']			
mm.domus.SE377	twitter.com/kettlesyard	['facebook.com/34229181159', 'www.facebook.com/34229181159/posts/10157324533456160', 'www.facebook.com/34229181159_10157321944461160', 'www.facebook.com/34229181159_10157315270696160', 'www.facebook.com/34229181159_10157315269491160', 'www.facebook.com/34229181159_10157315268846160', 'www.facebook.com/kettlesyard', 'en-gb.facebook.com/kettlesyard']			
mm.ace.1222	twitter.com/kewpalace	['www.facebook.com/hrpalaces', 'en-gb.facebook.com/KewPalace/posts']			
mm.domus.WM028	no_resource	no_resource			
mm.domus.WA083	no_resource	['www.facebook.com/kimtinplate']			
mm.domus.SW237	twitter.com/ntkillerton	['facebook.com/killerton', 'en-gb.facebook.com/Killerton']			
mm.ace.1182	['twitter.com/killhopemuseum', 'twitter.com/killhopemuseum/status/1170273241044279296']	['www.facebook.com/killhope', 'en-gb.facebook.com/Killhope']			
mm.domus.SC287	twitter.com/kilmartinmuseum	en-gb.facebook.com/KilmartinMuseumCafe			
mm.domus.SC144	twitter.com/NL_Heritage/statuses/1263851796247838721	['www.facebook.com/summerleemuseum', 'www.facebook.com/northlanarkshireheritage']			
mm.wiki.488	twitter.com/kilwinningh	https://www.facebook.com/KilwinningH/		https://www.facebook.com/KilwinningH/	multiple links
mm.aim.0512	no_resource	['www.facebook.com/kingedwardmine', 'en-gb.facebook.com/King-Edward-Mine-Museum-340656157724/posts']			
mm.aim.0513	twitter.com/kingjohnshouse	['www.facebook.com/kingjohnshouse', 'www.facebook.com/king-johns-house']			
mm.domus.SW187	['twitter.com/smrsetoutdoornt']	['www.facebook.com/somersetoutdoornt']			
mm.wiki.286	no_resource	en-gb.facebook.com/pages/category/Contractor/custombuildnorfolkltd/about			
mm.domus.NW049	no_resource	['www.facebook.com/pages/lancaster-united-kingdom/kings-own-royal-regiment-museum-lancaster/41252640849', 'en-gb.facebook.com/pages/category/History-Museum/Kings-Own-Royal-Regiment-Museum-Lancaster-41252640849']			
mm.domus.NE039	no_resource	['www.facebook.com/kosbmuseum']			
mm.domus.YH068	no_resource	no_resource			
mm.domus.SW027	twitter.com/wcookworthy	['www.facebook.com/kingsbridgecookworthymuseum', 'en-gb.facebook.com/KingsbridgeCookworthyMuseum']			
mm.hha.019	twitter.com/kb_house_garden	['www.facebook.com/kingstonbagpuizehouse', 'www.facebook.com/kingstonbagpuizehouse', 'en-gb.facebook.com/KingstonBagpuizeHouse']			
mm.domus.SW214	twitter.com/ntkingstonlacy	['www.facebook.com/kingstonlacynt']			
mm.domus.SE042	['twitter.com/inkingstonuk', 'twitter.com/rbkheritage']	['www.facebook.com/inkingstonuk', 'www.facebook.com/rbkheritage']			
mm.aim.0516	['twitter.com/warmleywindmill']	['www.facebook.com/warmleywindmill', 'en-gb.facebook.com/Kingswood-Heritage-Museum-291591697853580/reviews']			
mm.domus.WM071	twitter.com/kingtonmuseum	en-gb.facebook.com/pages/category/Museum/Kington-Museum-517949838262867			
mm.domus.SC086	no_resource	en-gb.facebook.com/kinneil			
mm.ace.1147	twitter.com/kiplin_hall	['www.facebook.com/kiplinhall', 'en-gb.facebook.com/KiplinHall']			
mm.domus.SC082	no_resource	no_resource			
mm.aim.0518	no_resource	no_resource			
mm.domus.SC050	twitter.com/kygalleries	en-gb.facebook.com/kirkcaldygalleries			
mm.misc.235	twitter.com/kbtgalleries	['www.facebook.com/kirkcudbrightgalleries', 'en-gb.facebook.com/kirkcudbrightgalleries/posts']			
mm.domus.NE038	no_resource	['www.facebook.com/enjoyredcarcleveland', 'en-gb.facebook.com/kirkleathammuseumandgrounds']			
mm.ace.1257	twitter.com/kirkstallabbey	['www.facebook.com/kirkstallabbey', 'en-gb.facebook.com/KirkstallAbbey/?ref=nearby_places&rf=109200835773506']			
mm.mgs.279	no_resource	no_resource			
mm.domus.YH132	['twitter.com/visitharrogate', 'twitter.com/knaresbrocastle']	['www.facebook.com/visitharrogate', 'www.facebook.com/knaresboroughcastle', 'en-gb.facebook.com/pages/category/Museum/KnaresboroughCastle/posts']			
mm.hha.076	twitter.com/knebworthhouse	['www.facebook.com/knebworthhouse', 'www.facebook.com/knebworthhouse', 'en-gb.facebook.com/Knebworthhouse']			
mm.domus.SW238	no_resource	['www.facebook.com/knightshayes', 'en-gb.facebook.com/Knightshayes']			
mm.domus.SE533	twitter.com/knolent	['www.facebook.com/knolent', 'en-gb.facebook.com/KnoleNT/?fref=mentions&rf=123296664382188']			
mm.aim.0521	twitter.com/knutsheritcent1	['www.facebook.com/knutsfordsheritagecentre', 'en-gb.facebook.com/pages/category/Charity-Organization/KnutsfordsHeritageCentre/posts']			
mm.New.73	no_resource	no_resource			
mm.domus.SE322	no_resource	['www.facebook.com/chris-brookes-aerial-photography-846527768775190']			
mm.misc.054	no_resource	no_resource			
mm.domus.WM143	twitter.com/thelaceguild	['www.facebook.com/thelaceguild', 'www.facebook.com/groups/888608224958952']			
mm.domus.SW215	twitter.com/lacocknt	no_resource			
mm.domus.NW102	twitter.com/leverartgallery	no_resource			
mm.domus.NE037	twitter.com/fordandetal	['www.facebook.com/lady-waterford-hall-104831304540672']			
mm.domus.SC156	no_resource	en-gb.facebook.com/LaidhayCroftMuseum			
mm.domus.NE026	twitter.com/laingartgallery	['www.facebook.com/laingartgallery', 'en-gb.facebook.com/laingartgallery']			
mm.domus.SC256	no_resource	no_resource			
mm.aim.0527	['twitter.com/lakemotormuseum', 'twitter.com/LakeMotorMuseum/status/1048125894538268672']	['www.facebook.com/pages/lakeland-motor-museum/385214028200836']			
mm.domus.SE529	no_resource	no_resource			
mm.wiki.328	no_resource	en-gb.facebook.com/lambrettamuseum			
mm.wiki.436	no_resource	['www.facebook.com/lampetermuseum', 'en-gb.facebook.com/LampeterMuseum']			
mm.hha.097	twitter.com/lamport_hall	['www.facebook.com/lamport-hall-1493602660875005', 'en-gb.facebook.com/lamporthall']			
mm.domus.SC151	['twitter.com/vsitlanarkshire']	['www.facebook.com/visitlanarkshire', 'en-gb.facebook.com/northlanarkregionalmuseum']			
mm.misc.103	no_resource	no_resource			
mm.domus.NW081	['twitter.com/lancsinfantry', 'twitter.com/lancsinfantry']	['www.facebook.com/profile.php', 'en-gb.facebook.com/LancsInfantryMuseum/photos']			
mm.aim.1247	no_resource	no_resource			
mm.musa.191	['twitter.com/lanccastle']	['www.facebook.com/lancastercastle', 'en-gb.facebook.com/LancasterCastle']			
mm.domus.NW046	twitter.com/lancastermuseum	['www.facebook.com/lancastercitymuseum', 'en-gb.facebook.com/lancastercitymuseum']			
mm.ace.135	twitter.com/lancastermuseum	['www.facebook.com/lancastermaritimemuseum', 'en-gb.facebook.com/LancasterMaritimeMuseum']			
mm.aim.0528	no_resource	['en-gb.facebook.com/landof.lostcontent']		['en-gb.facebook.com/landof.lostcontent']	broken link or inactive
mm.misc.152	no_resource	no_resource			
mm.aim.1101	twitter.com/langdondown	['www.facebook.com/langdondownmuseum']			
mm.domus.SW046	no_resource	en-gb.facebook.com/Kilderkin-Cottage-Langton-Matravers-1408409776145413/posts			
mm.aim.0530	no_resource	en-gb.facebook.com/Langwith-Whaley-Thorns-Heritage-Centre-189613541080579			
mm.domus.SW201	twitter.com/lanhydrocknt	en-gb.facebook.com/Lanhydrock?v=wall&filter=1			
mm.domus.SE318	no_resource	['www.facebook.com/pages/the-lanman-museum/138825956201544']			
mm.domus.WM081	twitter.com/lapworthmuseum	['www.facebook.com/lapworthmuseumofgeology', 'www.facebook.com/unibirmingham', 'en-gb.facebook.com/LapworthMuseumofGeology']			
mm.domus.SC155	twitter.com/largsmuseum	no_resource			
mm.domus.NI036	no_resource	no_resource			
mm.aim.0531	no_resource	no_resource			
mm.mald.068	https://twitter.com/thehubatstmarys	https://www.facebook.com/thehubatstmarys/			
mm.wiki.385	twitter.com/andcompo	en-gb.facebook.com/summerwineshop/community			
mm.wiki.036	no_resource	['www.facebook.com/launcestonsr', 'www.facebook.com/launcestonsr', 'en-gb.facebook.com/launcestonsr']			
mm.fcm.144	twitter.com/landhmuseum	en-gb.facebook.com/laurelandhardymuseum			
mm.domus.SC140	no_resource	en-gb.facebook.com/lauristoncastleedinburgh			
mm.misc.118	['twitter.com/lavenhamnt']	['www.facebook.com/lavenhamguildhallnt', 'en-gb.facebook.com/LavenhamGuildhallNT']			
mm.domus.SW058	twitter.com/lawrencehousemu	en-gb.facebook.com/pages/category/History-Museum/LawrenceHouseMuseum/posts			
mm.domus.NW158	no_resource	no_resource			
mm.domus.SE317	no_resource	no_resource			
mm.hha.073	['twitter.com/layertower']	['www.facebook.com/layer-marney-tower-173026579377868']			
mm.aim.0533	twitter.com/leachpottery	['www.facebook.com/the-leach-pottery-109040042492777', 'en-gb.facebook.com/leachpottery']			
mm.domus.WM005	twitter.com/leamspaartgall	en-gb.facebook.com/LeamingtonSpaArtGalleryandMuseum			
mm.domus.SE323	twitter.com/lheadmuseum	en-gb.facebook.com/pages/category/History-Museum/LeatherheadMuseum/posts			
mm.wiki.202	no_resource	no_resource			
mm.fcm.145	no_resource	['www.facebook.com/leece-museum-305315726318822']			
mm.aim.0535	twitter.com/leedscastleuk	['www.facebook.com/leedscastle', 'en-gb.facebook.com/leedscastle']			
mm.domus.YH008	twitter.com/leedsartgallery	['www.facebook.com/leedsartgallery']			
mm.domus.YH003	twitter.com/leedscitymuseum	['www.facebook.com/leedscitymuseum', 'en-gb.facebook.com/LeedsCityMuseum/posts/?ref=page_internal']			
mm.domus.YH006	no_resource	['www.facebook.com/armleymills', 'www.facebook.com/leedsmuseumsandgalleries', 'en-gb.facebook.com/ArmleyMills/reviews']			
mm.misc.104	no_resource	no_resource			
mm.musa.195	no_resource	no_resource			
mm.domus.SE482	['twitter.com/buzzrail']	['www.facebook.com/buzzrail']			
mm.hha.145	twitter.com/leighton_hall	['www.facebook.com/leightonhalllancashire', 'en-gb.facebook.com/LeightonHallLancashire']			
mm.domus.SE043	twitter.com/leightonhouse_	en-gb.facebook.com/LeightonHouse			
mm.musa.196	no_resource	['www.facebook.com/leithhallgardensestate', 'en-gb.facebook.com/LeithHallGardensEstate']			
mm.hha.160	twitter.com/lennoxlovehouse	no_resource			
mm.domus.WM097	twitter.com/leomuseum	en-gb.facebook.com/leominstermuseum			
mm.domus.WM117	no_resource	no_resource			
mm.musa.197	no_resource	['www.facebook.com/pages/levant-mine-beam-engine/327092747385608']			
mm.hha.140	no_resource	['www.facebook.com/levenshall']			
mm.domus.SE417	twitter.com/lewescastle	['www.facebook.com/lewes-castle-museum-1808847425998725']			
mm.ace.1101	twitter.com/museumfreemason	['www.facebook.com/museumfreemasonry', 'en-gb.facebook.com/pages/category/History-Museum/museumfreemasonry/posts']			
mm.ace.390	no_resource	no_resource			
mm.mgs.356	['twitter.com/newcastleton']	['www.facebook.com/visitnewcastleton', 'en-gb.facebook.com/pages/category/Community/Liddesdale-Heritage-Centre-Newcastleton-1458852227741245']			
mm.wiki.069	no_resource	no_resource			
mm.domus.SC157	['www.twitter.com/edlc_leisure']	['www.facebook.com/edlcleisure']			
mm.musa.201	twitter.com/lilliputmuseum	no_resource			
mm.nimc.037	twitter.com/NIMuseums/status/1146082405637378048	['www.facebook.com/limavadymuseum', 'en-gb.facebook.com/limavadymuseum']			
mm.domus.NI037	no_resource	en-gb.facebook.com/limavadymuseum			
mm.wiki.261	twitter.com/lincolncastle	en-gb.facebook.com/lincolncastle			
mm.aim.0545	no_resource	en-gb.facebook.com/Lincolnshire-Aviation-Heritage-Centre-1598270717129364/posts			
mm.ace.1132	twitter.com/lincsrtm	no_resource			
mm.wiki.262	no_resource	['www.facebook.com/lincolnshirewoldsrailway16']			
mm.domus.NE071	['twitter.com/ntlindisfarne']	en-gb.facebook.com/lindisfarnepriory			
mm.domus.NE081	no_resource	['www.facebook.com/lindisfarnepriory', 'en-gb.facebook.com/lindisfarnepriory']			
mm.MDN.011	twitter.com/thelinenhall	['www.facebook.com/linenhalllibrarybelfast', 'en-gb.facebook.com/LinenHallLibraryBelfast']			
mm.domus.SC158	twitter.com/linlithgowh	['facebook.com/linlithgowmuseum', 'en-gb.facebook.com/LinlithgowMuseum/?ref=page_internal']			
mm.domus.NW167	twitter.com/lionsaltworks	en-gb.facebook.com/Weaver-Hall-Museum-and-Lion-Salt-Works-475402835863631			
mm.domus.SW244	twitter.com/liskeard_museum	en-gb.facebook.com/liskeardmuseum			
mm.hha.193	twitter.com/lissanhouse4	['www.facebook.com/lissanhouse', 'en-gb.facebook.com/lissanhouse']			
mm.wiki.070	no_resource	en-gb.facebook.com/chestergreenents			
mm.domus.SW216	['twitter.com/wiltsrangersnt']	en-gb.facebook.com/clarendonjuniorsfc			
mm.domus.SE328	twitter.com/lthalllavenham	['www.facebook.com/lthalllavenham', 'en-gb.facebook.com/pages/category/Nonprofit-Organization/LtHallLavenham/posts']			
mm.ace.1191	['twitter.com/honeywoodmuseum']	['www.facebook.com/thefriendsofhoneywoodmuseum']			
mm.hha.116	twitter.com/westmalverncc	no_resource			
mm.ace.1093	twitter.com/ntlittlemoreton	['www.facebook.com/pages/little-moreton-hall-nt/438918306148226', 'en-gb.facebook.com/Little-Moreton-Hall-NT-438918306148226']			
mm.wiki.460	no_resource	['www.facebook.com/little-treasures-toy-museum-shop-542976095776151', 'en-gb.facebook.com/littletreasurestoymuseum']			
mm.wiki.196	['www.twitter.com/_littlewoodies', 'twitter.com/_littlewoodies']	['www.facebook.com/little-woodham-a-1642-living-history-village-175773827948']			
mm.domus.SE326	twitter.com/ltonmuseum	['www.facebook.com/littlehamptonmuseum', 'en-gb.facebook.com/LittlehamptonMuseum']			
mm.domus.NW134	['twitter.com/livcathedral']	['www.facebook.com/liverpoolcathedral']			
mm.wiki.037	['twitter.com/trinityhouse_uk']	['www.facebook.com/trinityhouseuk']			
mm.mald.069	no_resource	no_resource			
mm.mald.071	['twitter.com/ntllanerchaeron']	['www.facebook.com/llanerchaeron.nationaltrust', 'en-gb.facebook.com/Llanerchaeron.NationalTrust']			
mm.domus.WA072	twitter.com/llandudnomuseum	['www.facebook.com/visitingconwy', 'www.facebook.com/llandudnomuseum', 'en-gb.facebook.com/LlandudnoMuseum']			
mm.aim.0555	twitter.com/llanellyhouse	['www.facebook.com/llanellyhouse', 'en-gb.facebook.com/llanellyhouse']			
mm.mald.072	no_resource	['www.facebook.com/llangollenmotormuseum', 'en-gb.facebook.com/llangollenmotormuseum']			
mm.aim.0556	twitter.com/llanmuseum	en-gb.facebook.com/pages/category/History-Museum/Llangollen-Museum-360178724443/posts			
mm.domus.WA019	no_resource	no_resource			
mm.domus.WA046	['twitter.com/llanyrafonmanor', 'twitter.com/llanymanor']	['www.facebook.com/llanyrafonmanor', 'en-gb.facebook.com/LlanyrafonManor']			
mm.domus.WA009	no_resource	no_resource			
mm.domus.WA048	twitter.com/amgllynmus	['www.facebook.com/amgueddfa-forwrol-ll%c5%b7n-maritime-museum-326056434130081', 'en-gb.facebook.com/Amgueddfa-Forwrol-Ll%C5%B7n-Maritime-Museum-326056434130081/posts/?ref=page_internal']			
mm.mald.081	no_resource	no_resource			
mm.mald.079	['twitter.com/visit_snowdonia']	['www.facebook.com/llysednowain', 'www.facebook.com/visitingsnowdonia', 'en-gb.facebook.com/llysednowain/posts']			
mm.mald.080	['twitter.com/silvermountexp']	['www.facebook.com/silvermountainexperience']			
mm.misc.153	no_resource	no_resource			
mm.domus.WM072	['twitter.com/bclivingmuseum']	['www.facebook.com/bclivingmuseum', 'en-gb.facebook.com/pages/category/History-Museum/Locksmithshouse/posts']			
mm.ace.1195	twitter.com/locomotionshd	['www.facebook.com/locomotionshd', 'en-gb.facebook.com/LocomotionSHD/?fref=mentions&rf=353232275148394']			
mm.domus.SW243	['twitter.com/mhsibuet', 'twitter.com/ntlodgepark/status/1062692713487917056']	['www.facebook.com/lodgeparkmegeve', 'en-gb.facebook.com/NTLodgePark']			
mm.domus.SE488	['www.twitter.com/londonbusmuseum', 'twitter.com/londonbusmuseum']	['www.facebook.com/londonbusmuseum', 'en-gb.facebook.com/LondonBusMuseum']			
mm.domus.SE031	['www.twitter.com/canalmuseum', 'twitter.com/canalmuseum']	['www.facebook.com/canalmuseum', 'en-gb.facebook.com/canalmuseum/reviews']			
mm.fcm.148	twitter.com/ldnfilmmuseum	['www.facebook.com/pages/london-film-museum/279280433137', 'www.facebook.com/jamesbond007', 'en-gb.facebook.com/pages/category/Community-Museum/London-Film-Museum-279280433137']			
mm.misc.140	no_resource	no_resource			
mm.aim.0560	no_resource	no_resource			
mm.musa.205	no_resource	['www.facebook.com/groups/211751815650882']			
mm.fcm.149	no_resource	no_resource			
mm.domus.SE033	twitter.com/ltmuseum	['www.facebook.com/ltmuseum', 'en-gb.facebook.com/ltmuseum/posts/?ref=page_internal']			
mm.wiki.297	no_resource	['facebook.com/cylexuk', 'en-gb.facebook.com/NorthamptonMuseum']			
mm.misc.119	no_resource	['www.facebook.com/longmelfordheritagecentre', 'www.facebook.com/groups/631431174122988', 'en-gb.facebook.com/LongMelfordHeritageCentre/posts/tales-of-old-inns-the-bull-hotel/1668965016459793']			
mm.domus.SE331	twitter.com/longshopmuseum	en-gb.facebook.com/Longshopmuseum			
mm.hha.065	no_resource	en-gb.facebook.com/longleat			
mm.fcm.150	no_resource	en-gb.facebook.com/longshoremansmuseum			
mm.hha.020	twitter.com/loseleypark	['www.facebook.com/loseley-park-210215279026459', 'en-gb.facebook.com/Loseley-Park-141617815883328/?fref=tag&rf=1477390249146192']			
mm.wiki.486	no_resource	en-gb.facebook.com/pages/category/Community-Museum/Lossiemouth-Fisheries-and-Community-Museum-347337765379056			
mm.domus.SW163	twitter.com/lostmus	no_resource			
mm.domus.YH009	twitter.com/lothertonhall	['www.facebook.com/lotherton', 'en-gb.facebook.com/Lotherton']			
mm.fcm.151	no_resource	en-gb.facebook.com/Lothlorien-Emporium-and-The-Toy-Museum-359490546797/about			
mm.ace.1107	no_resource	en-gb.facebook.com/pages/category/Community/Loughborough-Carillon-Tower-War-Memorial-Museum-169997539745018/posts			
mm.domus.EM041	twitter.com/louthmuseum	['www.facebook.com/louth-museum-463899553697940', 'en-gb.facebook.com/Louth-Museum-463899553697940']			
mm.domus.SC257	['twitter.com/slleisculture']	['www.facebook.com/slleisureandculture', 'en-gb.facebook.com/LowParksMuseum']			
mm.domus.SE576	twitter.com/lmaritime	['www.facebook.com/lowestoftmaritime', 'en-gb.facebook.com/LowestoftMaritimeMuseum']			
mm.domus.SE424	no_resource	['www.facebook.com/lowestoftmuseum', 'en-gb.facebook.com/LowestoftMaritimeMuseum']			
mm.wiki.347	no_resource	en-gb.facebook.com/pages/category/Community-Museum/Lowestoft-War-Memorial-Museum-1471752789807769			
mm.domus.SE340	['twitter.com/617367792426315776', 'twitter.com/lowewood']	en-gb.facebook.com/lowewoodmuseum			
mm.domus.WM036	no_resource	no_resource			
mm.wiki.226	twitter.com/lullingstone	['www.facebook.com/lullingstoneworldgarden', 'en-gb.facebook.com/LullingstoneCountryPark']			
mm.musa.209	no_resource	no_resource			
mm.hha.046	twitter.com/lulworthestate	['www.facebook.com/lulworth']			
mm.domus.WM059	twitter.com/luntfort	['www.facebook.com/luntromanfort']			
mm.aim.0565	twitter.com/lutt_museum	en-gb.facebook.com/LutterworthMuseum			
mm.aim.1159	['www.twitter.com/lv18miamigo']	['www.facebook.com/lv18harwich']			
mm.musa.210	['twitter.com/theromneymarsh']	['www.facebook.com/theromneymarsh']			
mm.aim.0566	no_resource	en-gb.facebook.com/LydiaEvaMincarloTrust			
mm.domus.SW071	['www.twitter.com/lydiardpark', 'twitter.com/lydiardhouse']	['www.facebook.com/lydiardpark', 'en-gb.facebook.com/lydiardpark?sk=wall&filter=12']			
mm.New.156	no_resource	['www.facebook.com/lydneyparkestate']			
mm.domus.NW170	['www.twitter.com/ntlymepark', 'twitter.com/ntlymepark']	['www.facebook.com/lymeparknt', 'en-gb.facebook.com/LymeParkNT']			
mm.domus.SW059	['twitter.com/lymeregismuseum']	['www.facebook.com/lymeregismuseum', 'en-gb.facebook.com/lymeregismuseum/posts']			
mm.aim.0568	twitter.com/lymmheritage	['www.facebook.com/lymmheritage', 'www.facebook.com/groups/2100536933331842', 'facebook.com/lymmheritage', 'en-gb.facebook.com/lymmheritage']			
mm.domus.SW159	['twitter.com/lyntonmuseum', 'twitter.com/lyntonmuseum/status/317296661049245696']	['www.facebook.com/lynexmoormuseum']			
mm.domus.SE111	twitter.com/lynn_museum	en-gb.facebook.com/LynnMuseumNorfolk			
mm.domus.SW217	no_resource	['www.facebook.com/lytescarynt', 'en-gb.facebook.com/LytesCaryNT']			
mm.domus.NW181	['www.twitter.com/lythamhall', 'twitter.com/LythamHall']	['www.facebook.com/lythamhall', 'www.facebook.com/lythamhall', 'en-gb.facebook.com/LythamHall']			
mm.aim.0570	no_resource	['www.facebook.com/lytham-heritage-group-1837014799909933', 'www.facebook.com/lythamheritagecentre', 'en-gb.facebook.com/pages/category/History-Museum/LythamHeritageCentre/posts']			
mm.domus.NW132	no_resource	en-gb.facebook.com/pages/category/History-Museum/LythamWindmill/about			
mm.misc.184	no_resource	en-gb.facebook.com/rory.macgillivray			
mm.domus.SC153	twitter.com/samuseums	https://www.facebook.com/maclaurinart/		https://www.facebook.com/maclaurinart/	corrected
mm.wiki.133	twitter.com/maeldunecentre	['www.facebook.com/pages/maeldune-heritage-centre', 'www.facebook.com/maeldune-heritage-centre-421893991178169', 'en-gb.facebook.com/pages/category/Landmark---Historical-Place/Maeldune-Heritage-Centre-421893991178169']			
mm.musa.212	no_resource	en-gb.facebook.com/WainfleetCommunityHub/community			
mm.domus.SE510	['twitter.com/magiccirclehq']	['www.facebook.com/magiccirclehq', 'en-gb.facebook.com/magiccirclehq']			
mm.New.42	['twitter.com/beatlesmuseum_']	['en-gb.facebook.com/pages/category/history-museum/the-magical-beatles-museum-516582028538750']			
mm.misc.065	no_resource	no_resource			
mm.ace.1215	['twitter.com/flyaspitfire']	['www.facebook.com/maidenheadheritage', 'en-gb.facebook.com/MaidenheadHeritage']			
mm.domus.SE333	twitter.com/maidstonemuseum	en-gb.facebook.com/MaidstoneMuseum			
mm.aim.1352	['twitter.com/favershamsoc']	['www.facebook.com/favershamsoc']			
mm.domus.SE012	twitter.com/maldonmuseum	https://www.facebook.com/maldonmuseum		https://www.facebook.com/maldonmuseum	active
mm.domus.SC159	no_resource	['www.facebook.com/pages/mallaig-heritage-centre/302904899830396', 'en-gb.facebook.com/mallaigheritage/posts']			
mm.domus.YH125	twitter.com/maltonmuseum	['www.facebook.com/maltonmuseum', 'en-gb.facebook.com/pages/category/Civilization-Museum/MaltonMuseum/posts']			
mm.domus.WM079	no_resource	en-gb.facebook.com/pages/category/Community/GreatMalvernRttH/posts			
mm.domus.NW008	twitter.com/mcrartgallery	['www.facebook.com/manchesterartgallery', 'en-gb.facebook.com/ManchesterArtGallery']			
mm.domus.NW071	twitter.com/mcrjewishmuseum	['www.facebook.com/manchesterjewishmuseum', 'en-gb.facebook.com/pages/category/Community-Museum/manchesterjewishmuseum/posts']			
mm.aim.0578	no_resource	en-gb.facebook.com/Masonsmcr			
mm.ace.1169	['www.twitter.com/mmuspecial', 'twitter.com/mmuspecial']	en-gb.facebook.com/pages/category/Local-Business/MMU-Special-Collections-327093910372			
